# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of IGFBP7 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of IGHV3 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of IL1R1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of ISL1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of KRT6A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of LEF1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of LUM mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of MLIP mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of MMP1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of MPZL1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of MYL4 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of NQO1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of NR2F1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of NR2F2 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of PDE1A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of PLN mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of RBM20 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of RRAD mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SCARB1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SCN2A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SEMA3C mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SERPINA1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SLCO2B1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of SQSTM1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TBX2 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TFAP2A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TF mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TM4SF4 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TTR mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TXNRD1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of UGT2A3 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VCAM1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VGLL1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VTN mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of ZFAND2A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Chlorogenic Acid,D002726,327-97-9,FGF1,2246,Homo sapiens,9606,Chlorogenic Acid results in increased expression of FGF1 mRNA,increases^expression,20706672
fgf1,Chloroquine,D002738,54-05-7,FGF1,2246,Rattus norvegicus,10116,"Chloroquine inhibits the reaction [3,4-dihydroxyphenylethanol inhibits the reaction [Hydrogen Peroxide results in decreased expression of FGF1 mRNA]]",decreases^expression|decreases^reaction,31332898
fgf1,Chlorpyrifos,D004390,2921-88-2,FGF1,2246,Mus musculus,10090,Chlorpyrifos results in decreased expression of FGF1 mRNA,decreases^expression,37019170
fgf1,Chlorpyrifos,D004390,2921-88-2,FGF1,2246,Rattus norvegicus,10116,Chlorpyrifos affects the expression of FGF1 mRNA,affects^expression,18502319
fgf1,Cisplatin,D002945,15663-27-1,FGF1,2246,Homo sapiens,9606,[Cisplatin co-treated with jinfukang] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,27392435
fgf1,Cisplatin,D002945,15663-27-1,FGF1,2246,Homo sapiens,9606,Cisplatin results in decreased expression of FGF1 mRNA,decreases^expression,27392435
fgf1,Cisplatin,D002945,15663-27-1,FGF1,2246,Rattus norvegicus,10116,Cisplatin results in decreased expression of FGF1 mRNA,decreases^expression,22023808
fgf1,Clofibrate,D002994,637-07-0,FGF1,2246,Mus musculus,10090,Clofibrate results in decreased expression of FGF1 mRNA,decreases^expression,17585979
fgf1,Cloprostenol,D003008,40665-92-7,FGF1,2246,Bos taurus,9913,Cloprostenol results in increased expression of FGF1 mRNA,increases^expression,14991729
fgf1,cobaltous chloride,C018021,7646-79-9,FGF1,2246,Rattus norvegicus,10116,cobaltous chloride results in decreased expression of FGF1 mRNA,decreases^expression,24386269
fgf1,Copper,D003300,7440-50-8,FGF1,2246,Homo sapiens,9606,Copper affects the secretion of [FGF1 protein binds to SYT1 protein binds to S100A13 protein],affects^binding|affects^secretion,16262243
fgf1,cupric chloride,C029892,7447-39-4,FGF1,2246,Homo sapiens,9606,[amlexanox binds to FGF1 protein] inhibits the reaction [cupric chloride results in increased oxidation of FGF1 protein],affects^binding|decreases^reaction|increases^oxidation,16300395
fgf1,Cyclamates,D003494,,FGF1,2246,Homo sapiens,9606,Cyclamates results in increased expression of FGF1 mRNA,increases^expression,31655124
fgf1,Cyclosporine,D016572,59865-13-3,FGF1,2246,Homo sapiens,9606,Cyclosporine results in decreased expression of FGF1 mRNA,decreases^expression,27989131
fgf1,Cyclosporine,D016572,59865-13-3,FGF1,2246,Mus musculus,10090,Cyclosporine results in decreased expression of FGF1 mRNA,decreases^expression,19770486
fgf1,cyproconazole,C093628,,FGF1,2246,Mus musculus,10090,cyproconazole results in decreased expression of FGF1 mRNA,decreases^expression,22334560
fgf1,DEET,D003671,134-62-3,FGF1,2246,Rattus norvegicus,10116,[Permethrin co-treated with DEET] results in increased methylation of FGF1 gene,affects^cotreatment|increases^methylation,33148267
fgf1,Diazinon,D003976,333-41-5,FGF1,2246,Homo sapiens,9606,Diazinon results in increased methylation of FGF1 gene,increases^methylation,22964155
fgf1,Diazinon,D003976,333-41-5,FGF1,2246,Rattus norvegicus,10116,Diazinon affects the expression of FGF1 mRNA,affects^expression,22546817
fgf1,Diazinon,D003976,333-41-5,FGF1,2246,Rattus norvegicus,10116,Diazinon results in decreased expression of FGF1 mRNA,decreases^expression,19130878
fgf1,Diclofenac,D004008,15307-86-5,FGF1,2246,Mus musculus,10090,Diclofenac results in decreased expression of FGF1 mRNA,decreases^expression,26934552
fgf1,Dieldrin,D004026,60-57-1,FGF1,2246,Rattus norvegicus,10116,Dieldrin affects the expression of FGF1 mRNA,affects^expression,19130878|22546817
fgf1,Dietary Fats,D004041,,FGF1,2246,Mus musculus,10090,"3,4,3',4'-tetrachlorobiphenyl inhibits the reaction [Dietary Fats results in increased expression of FGF1 mRNA]",decreases^reaction|increases^expression,19467301
fgf1,Dietary Fats,D004041,,FGF1,2246,Mus musculus,10090,Dietary Fats affects the expression of FGF1 mRNA,affects^expression,19680557
fgf1,Dietary Fats,D004041,,FGF1,2246,Mus musculus,10090,Dietary Fats results in increased expression of FGF1 mRNA,increases^expression,18042831|19030233|19467301
fgf1,Dietary Fats,D004041,,FGF1,2246,Mus musculus,10090,Rimonabant inhibits the reaction [Dietary Fats results in increased expression of FGF1 mRNA],decreases^reaction|increases^expression,19030233
fgf1,Diethylhexyl Phthalate,D004051,117-81-7,FGF1,2246,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of FGF1 mRNA,increases^expression,31163220
fgf1,Diethylnitrosamine,D004052,55-18-5,FGF1,2246,Mus musculus,10090,Diethylnitrosamine results in increased expression of FGF1 mRNA,increases^expression,18691550
fgf1,Diethylnitrosamine,D004052,55-18-5,FGF1,2246,Mus musculus,10090,MAPK14 protein inhibits the reaction [Diethylnitrosamine results in increased expression of FGF1 mRNA],decreases^reaction|increases^expression,18691550
fgf1,Diethylnitrosamine,D004052,55-18-5,FGF1,2246,Mus musculus,10090,[Piperonyl Butoxide co-treated with Diethylnitrosamine] affects the methylation of FGF1 gene,affects^cotreatment|affects^methylation,23968726
fgf1,Diethylnitrosamine,D004052,55-18-5,FGF1,2246,Rattus norvegicus,10116,[indole-3-carbinol co-treated with Diethylnitrosamine] results in increased expression of FGF1 mRNA,affects^cotreatment|increases^expression,22129741
fgf1,Diuron,D004237,330-54-1,FGF1,2246,Rattus norvegicus,10116,Diuron results in decreased expression of FGF1 mRNA,decreases^expression,21551480
fgf1,dorsomorphin,C516138,,FGF1,2246,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of FGF1 mRNA",affects^cotreatment|increases^expression,27188386
fgf1,Doxorubicin,D004317,23214-92-8,FGF1,2246,Mus musculus,10090,[[MT1 protein co-treated with MT2 protein] affects the susceptibility to Doxorubicin] which affects the expression of FGF1 mRNA,affects^cotreatment|affects^expression|affects^response to substance,21040762
fgf1,Dronabinol,D013759,,FGF1,2246,Rattus norvegicus,10116,Dronabinol results in increased expression of FGF1 mRNA,increases^expression,17578508
fgf1,Endosulfan,D004726,115-29-7,FGF1,2246,Rattus norvegicus,10116,Endosulfan results in decreased expression of FGF1 mRNA,decreases^expression,29391264
fgf1,"endotoxin, Escherichia coli",C044101,67924-63-4,FGF1,2246,Mus musculus,10090,"endotoxin, Escherichia coli results in increased expression of FGF1 mRNA",increases^expression,15919760
fgf1,Enoxaparin,D017984,,FGF1,2246,Oryctolagus cuniculus,9986,Enoxaparin results in increased activity of FGF1 protein,increases^activity,16260867
fgf1,epigallocatechin gallate,C045651,989-51-5,FGF1,2246,Homo sapiens,9606,epigallocatechin gallate results in decreased expression of FGF1 mRNA,decreases^expression,20706672
fgf1,epoxiconazole,C109476,,FGF1,2246,Mus musculus,10090,epoxiconazole results in decreased expression of FGF1 mRNA,decreases^expression,22334560|35436446
fgf1,Estradiol,D004958,50-28-2,FGF1,2246,Homo sapiens,9606,[Estradiol co-treated with TGFB1 protein] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,30165855
fgf1,Estradiol,D004958,50-28-2,FGF1,2246,Rattus norvegicus,10116,[bisphenol A co-treated with Estradiol] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,26496021
fgf1,Ethanol,D000431,64-17-5,FGF1,2246,Gallus gallus,9031,Ethanol results in increased expression of FGF1 mRNA,increases^expression,28789864
fgf1,Ethanol,D000431,64-17-5,FGF1,2246,Mus musculus,10090,Ethanol affects the expression of FGF1 mRNA,affects^expression,30319688
fgf1,Ethanol,D000431,64-17-5,FGF1,2246,Mus musculus,10090,Ethanol results in increased expression of FGF1 mRNA,increases^expression,30319688
fgf1,Ethanolamine,D019856,141-43-5,FGF1,2246,Homo sapiens,9606,Ethanolamine results in increased activity of FGF1 protein,increases^activity,15802876
fgf1,"Fatty Acids, Unsaturated",D005231,,FGF1,2246,Felis catus,9685,"[Fatty Acids, Unsaturated co-treated with High Fructose Corn Syrup] results in increased expression of FGF1 mRNA",affects^cotreatment|increases^expression,22144172
fgf1,Fenretinide,D017313,65646-68-6,FGF1,2246,Mus musculus,10090,Fenretinide results in decreased expression of FGF1 mRNA,decreases^expression,28973697
fgf1,Fenretinide,D017313,65646-68-6,FGF1,2246,Mus musculus,10090,Fenretinide results in increased expression of FGF1 mRNA,increases^expression,28973697
fgf1,fipronil,C082360,120068-37-3,FGF1,2246,Rattus norvegicus,10116,fipronil results in increased expression of FGF1 mRNA,increases^expression,23962444
fgf1,Fluoxetine,D005473,54910-89-3,FGF1,2246,Rattus norvegicus,10116,Fluoxetine results in increased expression of FGF1 mRNA,increases^expression,17033635
fgf1,Flutamide,D005485,13311-84-7,FGF1,2246,Rattus norvegicus,10116,Flutamide results in decreased expression of FGF1 mRNA,decreases^expression,24793618
fgf1,folpet,C005020,133-07-3,FGF1,2246,Mus musculus,10090,folpet results in decreased expression of FGF1 mRNA,decreases^expression,31558096
fgf1,fucoxanthin,C025164,3351-86-8,FGF1,2246,Mus musculus,10090,fucoxanthin inhibits the reaction [Glucose results in decreased expression of FGF1 mRNA],decreases^expression|decreases^reaction,33448797
fgf1,furan,C039281,110-00-9,FGF1,2246,Rattus norvegicus,10116,furan results in decreased expression of FGF1 mRNA,decreases^expression,25539665
fgf1,gamma-Aminobutyric Acid,D005680,56-12-2,FGF1,2246,Rattus norvegicus,10116,gamma-Aminobutyric Acid results in increased expression of FGF1 protein,increases^expression,15264218
fgf1,Genistein,D019833,446-72-0,FGF1,2246,Homo sapiens,9606,Genistein results in decreased expression of FGF1 mRNA,decreases^expression,20706672
fgf1,Glucose,D005947,50-99-7,FGF1,2246,Homo sapiens,9606,Glucose results in increased expression of FGF1 mRNA,increases^expression,31655124
fgf1,Glucose,D005947,50-99-7,FGF1,2246,Mus musculus,10090,fucoxanthin inhibits the reaction [Glucose results in decreased expression of FGF1 mRNA],decreases^expression|decreases^reaction,33448797
fgf1,Glucose,D005947,50-99-7,FGF1,2246,Mus musculus,10090,Glucose results in decreased expression of FGF1 mRNA,decreases^expression,33448797
fgf1,Glutathione,D005978,70-18-8,FGF1,2246,Rattus norvegicus,10116,2-tert-butylhydroquinone promotes the reaction [FGF1 protein results in increased abundance of and results in increased secretion of Glutathione],increases^abundance|increases^reaction|increases^secretion,16524372
fgf1,Glutathione,D005978,70-18-8,FGF1,2246,Rattus norvegicus,10116,FGF1 protein results in increased abundance of and results in increased secretion of Glutathione,increases^abundance|increases^secretion,16524372
fgf1,Gold,D006046,7440-57-5,FGF1,2246,Mus musculus,10090,[Gold co-treated with Polyethylene Glycols] results in increased expression of FGF1 mRNA,affects^cotreatment|increases^expression,19695318
fgf1,Heparan Sulfate Proteoglycans,D019812,,FGF1,2246,Cavia porcellus,10141,Heparan Sulfate Proteoglycans binds to FGF1 protein,affects^binding,12512896
fgf1,Heparan Sulfate Proteoglycans,D019812,,FGF1,2246,Homo sapiens,9606,Heparan Sulfate Proteoglycans promotes the reaction [FGF1 protein binds to and results in increased activity of FGFR1 protein],affects^binding|increases^activity|increases^reaction,15767480
fgf1,Heparan Sulfate Proteoglycans,D019812,,FGF1,2246,Rattus norvegicus,10116,Heparan Sulfate Proteoglycans affects the reaction [FGF1 protein binds to FGFR1 protein],affects^binding|affects^reaction,10336501
fgf1,Heparan Sulfate Proteoglycans,D019812,,FGF1,2246,Rattus norvegicus,10116,Heparan Sulfate Proteoglycans affects the reaction [FGF1 protein binds to FGFR4 protein],affects^binding|affects^reaction,10336501
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Homo sapiens,9606,[Heparin analog binds to FGFR2 protein alternative form] which binds to and results in increased activity of FGF1 protein,affects^binding|increases^activity,16219767
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Homo sapiens,9606,Heparin analog promotes the reaction [FGF1 protein binds to FGF1 protein],affects^binding|increases^reaction,16219767
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Mus musculus,10090,Heparin promotes the reaction [FGFR1 protein binds to FGF1 protein],affects^binding|increases^reaction,1379594
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Mus musculus,10090,Heparin promotes the reaction [FGFR3 protein binds to FGF1 protein],affects^binding|increases^reaction,1379594
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin affects the reaction [FGF1 protein binds to FGFR4 protein],affects^binding|affects^reaction,10336501
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,[Heparin binds to FGFR2 protein alternative form] which binds to FGF1 protein,affects^binding,10860838
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin inhibits the reaction [FGF1 protein results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,14966081
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin inhibits the reaction [FGF1 protein results in increased phosphorylation of MAP2K1 protein],decreases^reaction|increases^phosphorylation,14966081
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin inhibits the reaction [FGF1 protein results in increased phosphorylation of MAP2K2 protein],decreases^reaction|increases^phosphorylation,14966081
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin inhibits the reaction [FGF1 protein results in increased phosphorylation of MAPK1 protein],decreases^reaction|increases^phosphorylation,14966081
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin inhibits the reaction [FGF1 protein results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,14966081
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,Rattus norvegicus,10116,Heparin promotes the reaction [FGF1 protein results in increased expression of FGF1 protein],increases^expression|increases^reaction,8576258
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,,,FGF1 protein binds to FGFR2 protein binds to Heparin,affects^binding,15165853|16223363
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,,,Heparin affects the activity of FGF1 protein,affects^activity,9174673
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,,,Heparin analog binds to and results in decreased degradation of FGF1 protein,affects^binding|decreases^degradation,9174673
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,,,Heparin binds to FGF1 protein,affects^binding,15632177
fgf1,Heparin,D006493,9005-49-6,FGF1,2246,,,phosphomannopentaose sulfate inhibits the reaction [Heparin binds to FGF1 protein],affects^binding|decreases^reaction,15632177
fgf1,Heparitin Sulfate,D006497,9050-30-0,FGF1,2246,Homo sapiens,9606,FGF1 protein binds to Heparitin Sulfate binds to FGFR1 protein,affects^binding,12604602
