Geneid	G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
	0,124548726	0,08181818	0,2278481	0,123046875	0,19999999	0,30882353	0,13961604	0	0,06357616	0,26888606	0,006578948	0,11263318	0,26545453	0,3138686	0,31428573	0,41176468	0,2777778
MCCC2	0,46750897	0,55636364	0,3369036	0,25976562	0,71951216	0,32352942	0,18499126	0,24158415	0	0,24839948	0,23355263	0,3957382	0,15636364	0,10218978	0,11428572	0,41176468	0,33333337
GLRA3	0	0	0,07789679	0,025390625	0	0,075630255	0,02792321	0,07722773	0	0	0	0,03500761	0	0	0	0	0
GLRA3	0,025270756	0	0	0,060546875	0,03414634	0,010504202	0	0	0	0	0,044407897	0	0,043636363	0,008759124	0	0,058823526	0
PPM1A	0,23104692	0,19454545	0,18500488	0,22460938	0,3902439	0,2857143	0,097731225	0,12673268	0,116556294	0,15364917	0,07401316	0,15525115	0,15636364	0,18248175	0,085714296	0,4705882	0,33333337
LECT2	0,1371841	0,014545455	0,1187926	0	0,04634146	0,09243698	0,15706804	0	0	0,1049936	0	0,06240487	0,054545455	0,09343066	0	0,058823526	0
	0	0,005454545	0,035053555	0,12695312	0,058536585	0,039915968	0	0,005940594	0	0	0,105263166	0	0,003636364	0	0,085714296	0	0
	0,014440432	0	0	0	0	0	0	0	0	0	0	0	0	0,016058395	0	0	0
	0,14259927	0,11454546	0,13437197	0,056640625	0,23414634	0,20588236	0,02792321	0,11683168	0,12582782	0,023047375	0,13980263	0,3105023	0,4109091	0,14014599	0,2857143	0,2352941	0,05555556
PTCRA	0	0	0,09931841	0	0	0	0,101221636	0,32079208	0	0	0	0	0	0	0	0	0
KCNMA1	0	0	0,08568647	0	0,0804878	0	0,19197206	0	0,058278147	0	0	0	0,0690909	0,03941606	0	0	0
KCNMA1	0,19494584	0,20181818	0,4264849	0,1796875	0	0	0	0,34653464	0,19470198	0,028169015	0,5	0,23744294	0,13454545	0,24379563	0,34285718	0,2352941	0,33333337
DNAH9	0,16787003	0,06	0,09931841	0,119140625	0,37560973	0,40336138	0,05933682	0,09504951	0,18807946	0,028169015	0	0,1324201	0,21818182	0,04379562	0	0,058823526	0,11111112
CCL23	0	0,03454545	0,015579358	0,0546875	0	0	0	0,11683168	0,17748344	0	0	0,13850838	0,087272726	0,027737226	0	0,058823526	0,05555556
CCL23	0	0	0	0	0	0,05462185	0	0	0	0	0	0	0,061818182	0	0	0	0
HDGF	3,6949456	3,7418182	4,081792	3,375	3,702439	2,7457983	4,045375	3,8950493	5,131126	4,243278	3,6019738	3,9208527	4,3745456	5,328467	5,714286	5,7647057	4,2222223
ficolin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
argBPIB	0,003610108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY	0	0	0	0	0	0	0	0	0	0	0,003289474	0	0	0	0,22857144	0,058823526	0,11111112
PYY	0,007220216	0,05818182	0,087633885	0	0,043902434	0,027310925	0	0	0,052980132	0,03585147	0,08059211	0	0,018181818	0	0	0	0
ACVR1B	2,0938628	2,3072727	1,9688413	1,6777344	2,507317	1,8781513	1,3787084	1,1623763	0,7324503	1,9359795	2,3289475	1,2115678	1,3781818	1,4686131	2,314286	2,9411764	3,0555558
KIAA1029	9,101083	11,485455	8,533593	8,863281	9,1146345	19,405462	15,979055	16,564356	51,003975	22,179256	11,177631	18,864536	12,54909	21,79124	20,342857	9,058823	9,000001
KIAA0711	0,111913346	0,03454545	0,22979553	0,091796875	0,18536584	0,27731094	0,12216404	0	0,00397351	0,087067865	0,17269738	0,10197869	0,2509091	0	0,05714286	0,2352941	0,05555556
CA 12	0	0,016363636	0,27069134	0,115234375	0,2317073	0,025210086	0	0	0,010596027	0,16133164	0	0,057838663	0	0,10510948	0,05714286	0,058823526	0,05555556
COL9A3	0,19314077	0,045454543	0,1382668	0	0,19268292	0,05252101	0	0	0,18013245	0	0,2944079	0,11263318	0,090909086	0,07737227	0,05714286	0,17647058	0,22222224
DKFZp564I052	0,5631769	0,59999996	0,86854917	0,52734375	0,7121951	0,71638656	0,4328097	0,23762375	0,025165563	0,49935982	0,3388158	0,3957382	0,4109091	0,48759127	0,17142859	0,99999994	1,2777778
GMPS	1,0270758	1,5072727	1,2969815	1,0097656	1,4804878	1,1743698	0,739965	0,7089109	0,46357617	1,0473752	0,92927635	0,6712329	1,2727273	0,78248173	0,51428574	0,8823529	1
KIAA1018	0,3736462	0,5872727	0,56669915	0,171875	0,40731707	0,3907563	0,20593366	0,075247526	0,43178806	0,4225352	0,34375	0,21917808	0,28363636	0,49489054	0,02857143	0,4705882	0,5555556
KIAA0879	0,32310465	0,47454545	0,6037001	0,5800781	0,71951216	0,46848738	0,06980802	0	0,21986756	0,15108836	0,35855263	0,9406393	0,8472727	0,92262775	0,02857143	0,7058823	1,388889
RPA40	0,001805054	0,025454544	0	0	0	0,04831933	0,12914485	0	0,054304633	0,08962868	0	0	0	0	0	0,2352941	0
IL1RL1LG	0,21841155	0,36181816	0,4264849	0,28320312	0,19512194	0,26680672	0,42931932	0,035643563	0,40132448	0,340589	0,097039476	0,41095892	0,37454545	0	0,085714296	0,2352941	0,05555556
NN8-4AG	0,60830325	0,33272725	0,14410906	0,25976562	0,22439022	0,5714286	0,3909249	0,24158415	1,7708609	0,737516	0,4819079	0,51902586	0,63272727	1,0627737	0,4	0,52941173	0,5555556
KIAA0873	1,131769	1,28	1,3184031	1,1601562	1,3170731	1,9957983	1,3787084	0,6990099	1,4384105	1,0627401	1,3585527	1,3531203	1,1381818	1,6	0,9142858	1,7058823	1,8888891
SGP28	0,4909747	0,33818182	0,33885103	0,3515625	0,29268292	0,18277311	0,2757417	0,6059406	0,42649007	0,2612036	0,8059211	0,2846271	0,31636363	0,5240876	0,42857146	0,58823526	0,66666675
Humirf5	0,10830324	0,32363635	0,4537488	0,48242188	0,2804878	0,22689077	0,031413607	0,35049507	0,42781457	0,368758	0,34539476	0,21613395	0,4072727	0,3080292	0,14285715	0,29411763	0,05555556
DTNA	3,3176894	3,3745456	3,3573515	2,9296875	2,7292683	3,0042017	1,9999998	2,9722774	2,3059604	3,0268886	3,9292765	3,0045662	3,7890906	3,7635036	4,0285716	4,9999995	4,2777777
DTNA	1,036101	1,2636364	1,0944499	1,1230469	1,302439	1,237395	0,5759162	0,045544554	0,03576159	0,91933423	0,27467108	0,21917808	1,2181817	0,13138686	0,17142859	0,2352941	0,33333337
DTN	0,28339347	0,14363636	0,15189874	0,296875	0,14634146	0,31092438	0	0	0,13245033	0,110115245	0,07401316	0,08828007	0,10909091	0,16350365	0	0,17647058	0,2777778
DTNA	0	0,02	0,052580334	0,27929688	0,007317073	0,05252101	0,18499126	0	0	0,09987196	0,052631583	0	0,014545455	0,26277372	0,2	0,11764705	0
DTN	0	0,10545455	0	0,015625	0,019512195	0	0	0	0,1562914	0	0,039473686	0,025875192	0	0	0,05714286	0,058823526	0,05555556
DTNA	0,33212993	0,21818182	0,29211295	0,099609375	0,14634146	0,19957983	0,3315881	0	0,056953646	0,43021765	0,15953948	0,47793	0,21454546	0,00729927	0	0,11764705	0,16666669
Nmi	0,05415162	0,14363636	0,13631938	0,052734375	0,25609756	0,29831934	0	0	0	0,19974393	0,034539472	0,079147644	0	0,071532845	0	0,11764705	0,11111112
KIAA1003	0,19855595	0,22545452	0,44595912	0,35546875	0,3219512	0,50630254	0,08726002	0,34257424	0,21721853	0,49423814	0,20723686	0,18112633	0,40363637	0,30510947	0,48571432	0,58823526	0,3888889
KIAA0776	0,113718405	0,2581818	0,5238559	0,25390625	0,37804878	0,3004202	0,2827225	0,43366334	0,41854304	0,41485277	0,31085527	0,24048707	0,34545454	0,7343066	0,14285715	0,82352936	3,0000002
"GCAT; KBL; MGC23053"	0,87003607	0,59818184	0,7828627	0,8027344	0,2731707	0,36554623	0,7609074	0,055445544	0,6317881	0,7861716	0,50164473	0,6925419	1,0618181	0,6540146	0	0,52941173	0,2777778
BRD8	0	0	0	0	0	0	0	0,033663366	0	0	0	0	0	0	0	0	0,05555556
TNNI3	24,424185	26,545454	32,27264	23,49414	27,253658	27,12395	36,415356	11,512872	16,984106	43,541615	9,271382	15,097413	31,10909	16,3854	12,514286	18,470587	9,166667
TTF-I	0	0,090909086	0,09737098	0	0	0,014705882	0	0	0,03311258	0	0	0,02283105	0,043636363	0,02627737	0	0	0
GAS11	0,7220216	0,22545452	0,533593	0,7597656	0,5829268	0,66176474	0,42233855	0,92673266	0,005298013	0,63764405	0,9884868	1,3866059	0,5018182	1,2072992	0,8857143	0,7058823	0,8333334
PHKLA	0,26534295	0,47090906	0,43037978	0,40234375	0,35121948	0,6680672	0,54799294	0,21782178	0,24238409	0,37131882	0,56414473	0,64840186	0,25454545	0,25693431	0,51428574	0,29411763	0,3888889
ORC4L	0	0	0	0	0,04634146	0,033613447	0	0,00990099	0	0	0	0	0	0	0	0	0,05555556
SERCA3	0	0	0	0	0	0	0	0,08316831	0,24105962	0	0,16611843	0	0	0,23357664	0	0	0
GalNac-T3	0	0	0,081791624	0	0	0	0,16404885	0,015841585	0,0397351	0	0,10032895	0	0	0	0,11428572	0	0
GALNT3	0,20577615	0	0,023369037	0,033203125	0	0,067226894	0,115183234	0	0,00397351	0	0,09046053	0,059360735	0,03272727	0	0	0,058823526	0
SOLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0805	0	0	0,081791624	0	0	0	0	0	0	0	0	0,024353122	0,08363636	0	0	0	0,05555556
OG12	0,037906133	0	0	0,021484375	0	0	0	0	0,047682118	0	0,039473686	0,05631659	0,061818182	0	0	0	0,05555556
MEGF9	0,9187725	0,78363633	0,73028237	1,0488281	1,5414634	0,9054622	0,20244327	0,34257424	0,42781457	0,7221511	0,4819079	0,6438356	0,35636362	0,919708	0,48571432	1,4117646	2
PRPS1	0,44043317	0,22181816	0,3583252	0,3125	0,52682924	0,4096639	0,13263524	0,25346535	0,34039736	0,5326504	0,2713816	0,26331812	0,48	0,23065694	0,25714287	1,1176469	0,94444454
PRPS1	0,3610108	0,23818181	0	0	0	0,19117649	0	0	0,0794702	0,13828425	0	0,12480974	0,26545453	0,020437956	0	0,058823526	0,11111112
TMSNB	0,120938614	0,052727275	0,114897765	0,09375	0,2317073	0,16386555	0,07329842	0,27920792	0,01986755	0,005121639	0,029605264	0,06392694	0,3272727	0,055474453	0,05714286	0,058823526	0,16666669
PSMD9	0,18592057	0,17818181	0,20253165	0,033203125	0,15365854	0,10714286	0	0	0	0	0	0,048706245	0	0,06423358	0	0,29411763	0,2777778
LSP1	0,12815884	0,11454546	0,1674781	0,14453125	0,1804878	0,34243697	0,21640486	0	0,58278143	0,42509604	0	0,16133943	0,1381818	0,03941606	0	0	0
SEDLP	0,25270757	0,10909091	0,10321325	0,095703125	0,29999998	0,073529415	0,36649212	0,073267326	0,002649007	0,4583867	0,02138158	0	0,14545454	0,12262773	0	0,11764705	0,16666669
FBP1	0,5090253	0,19999999	0,39922103	0,48242188	0,6439024	0,57773113	0,7923211	0	0,29933774	1,0115237	0,11348685	0,27853882	0,5163636	0,2	0,31428573	0,17647058	0,05555556
IMPA2	0,37545124	0,26545453	0,22005843	0,31640625	0,27804875	0,30882353	0,23385687	0,45940596	0,38543046	0,5659411	0,31743422	0,25722983	0,15636364	0,2817518	0,22857144	0,17647058	0,16666669
C14orf78	0	0	0	0	0	0,004201681	0	0	0	0	0	0	0	0	0	0,11764705	0,05555556
AP1S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0279	0,7328519	0,7	0,89581305	0,4453125	0,58780485	0,52100843	0,44677135	0,52871287	0,5708609	0,6478873	0,8141448	0,7199391	0,6472727	0,5854014	0,68571436	0,8823529	0,5555556
PLCB3	0	0	0,1791626	0	0,099999994	0	0	0	0	0	0	0	0	0	0	0	0
H105E3	2,009025	1,8199999	1,8812075	1,7011719	1,4707316	1,8109244	1,0680628	1,7722772	2,2331126	2,0025609	2,8651316	2,235921	2,2654545	1,8817518	1,657143	1,6470587	1,5555556
protein phosphatase 2C alpha, PP2Calpha	0,83393496	0,9054545	1,503408	1,0839844	1,4951218	0,84453785	0,48167536	0,5980198	0,1615894	0,57362354	0,5756579	0,6438356	0,6727272	0,8145985	0,51428574	1,5294117	2,0555556
KIAA0834	2,2364619	2,8090909	3,503408	3,1210938	2,6999998	3,357143	1,7870854	2,5346534	1,9033113	1,3802818	1,8453947	3,697108	1,1309091	4,159124	1,4000001	4,588235	5,166667
CCL21	0	0,3018182	0	0,24023438	0	0,09453782	0,16055845	0	0	0,1587708	0,026315792	0,2587519	0,33818182	0	0	0	0
FARS1	0,24909745	0,48363635	0,3641675	0,4296875	0,45609757	0,20588236	0	0	0	0,4276569	0,1069079	0,03500761	0,17454545	0,11678832	0	0,058823526	0,16666669
CASQ2	10,323105	15,443636	16,360273	10,517578	15,695122	11,300421	13,465967	5,7980194	2,8754969	11,667094	6,889803	8,630137	20,065453	7,716788	5,828572	11,941175	11,944445
AKAP450	0,16245486	0,12	0,20058423	0,24804688	0,16829269	0,2752101	0,3176265	0,38613862	0	0,29193342	0,060855266	0,060882803	0,36727273	0,024817519	0	0,17647058	0,5
ZNF282	0,46209383	0,74545455	0,55111974	0,875	0,8292683	0,99369746	0,2582897	0,23960397	1,5192052	1,0320102	1,7286185	0,97412485	0,6981818	1,210219	0,2857143	0,82352936	0,61111116
GPC4	0	0	0,031158715	0	0	0	0	0	0	0	0,011513158	0	0,087272726	0	0,02857143	0	0
	0,22563176	0,10909091	0,20253165	0,115234375	0,27560976	0,22268909	0,13263524	0,13267326	0,0807947	0,25096032	0,008223685	0,14003044	0,13454545	0,15036497	0,14285715	0,11764705	0,44444448
GTF2F2	0,09747292	0,15636364	0,09347615	0,14648438	0,20243903	0,10714286	0,28970328	0	0,054304633	0	0	0	0,12727273	0,024817519	0	0,058823526	0,16666669
KIAA0851	1,1877255	1,1363636	1,2405064	0,83984375	1,1268293	0,7857143	0,3804537	0,6554455	0,26622516	0,63252246	0,37993422	1,3866059	0,6545454	1,6744525	0,34285718	1,6470587	1,4444444
AADAC	0,03610108	0	0,087633885	0,16992188	1,0097561	0	0,62129134	0,30495048	0,06357616	0	0	0	0,047272723	0	0,085714296	0,058823526	0,16666669
MAGP2	0,101083025	0,06	0	0,009765625	0,0902439	0,084033616	0,16753925	0,051485147	0	0,028169015	0,011513158	0,03196347	0,07636363	0	0	0,058823526	0
CGR19	0,8537905	0,86909086	1,2775073	1,0605469	1,0609756	0,97058827	0,56893533	0,43366334	0,34437087	0,57106274	0,50164473	1,194825	0,3490909	1,7313868	0,4	1,8235292	1,8888891
UDP-GlcNAc-2-epimerase	0,16425993	0,21454546	0,09347615	0,115234375	0,21219511	0,35924372	0,06631762	0,3029703	0,22251655	0,17413573	0,09375	0,19939119	0,2109091	0,0729927	0,02857143	0,29411763	0,2777778
DKFZp434N043	0,061371837	0,089090906	0,007789679	0	0	0	0	0	0	0,19462228	0	0	0	0,049635038	0	0	0
U2AF1	1,9115522	2,84	2,936709	1,9042969	3,321951	2,909664	1,6335077	0,790099	1,042384	1,9052497	1,231908	1,045662	1,4909091	0,63357663	0,8	2,1764705	2,7222223
LCB2	0,113718405	0,016363636	0	0,09375	0	0	0	0	0,018543046	0,010243278	0	0	0	0	0,02857143	0	0
ERCC1	3,8682308	5,5854545	4,290166	3,5527344	4,214634	4,502101	4,837696	2,6435642	10,750994	6,9193344	4,3486843	5,990868	5,163636	5,378102	6,2000003	3,8823526	2
KIAA0690	0	0	0,029211296	0	0	0	0	0	0,0397351	0	0	0	0	0	0,11428572	0,41176468	0
KIAA0996	0	0	0,031158715	0	0,06829268	0	0	0	0	0	0,026315792	0	0,047272723	0	0	0	0
KIAA0616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP7A	0,40613717	0,26	0,4031159	0,48828125	0,30487803	0,40546218	0,5549738	0,3841584	0,25960267	0,11523688	0,24177632	0,45966518	0,21454546	0,31240875	0,22857144	0,52941173	0,5555556
KIAA1112	0,1371841	0,16545455	0,3739046	0	0,19756098	0,027310925	0	0	0	0,05121639	0,12006579	0,20700154	0,054545455	0,13868614	0	0	0
DKFZp564P0622	0	0,010909091	0,07594937	0,048828125	0,08292683	0,031512607	0,08726002	0	0,025165563	0	0,14309211	0,051750384	0	0,00729927	0	0,058823526	0,16666669
EXTL2	0,25270757	0,3290909	0,4050633	0,46289062	0,45853654	0,42857143	0,41186732	0,19009902	0,12052981	0,25096032	0,15296054	0,26788434	0,53090906	0,2642336	0	0,29411763	0,5555556
CGI-79	0,111913346	0,052727275	0,1187926	0	0	0,111344546	0	0	0	0,14596671	0	0	0,014545455	0	0	0	0
ASL	0	0	0	0	0	0	0	0	0,18675497	0	0,14802632	0	0	0	0	0	0
MGC2650	0,11732851	0,5363636	0,50243425	0,111328125	0,060975607	0,14705883	0,3071553	0,003960396	0,71258277	0,39948785	0,25493422	0,51141554	0,23272727	0,470073	0	0,35294116	0
MGC2650	0,400722	0,46727273	0,5822785	0,23632812	0	0	0,50610816	0,1861386	0,23973511	0,54801536	0,27796054	0	0,46909088	0,16058394	0,2857143	0,058823526	0
MGC2650	0,04873646	0,46727273	0,07984421	0,2109375	0	0,14915967	0,40488654	0,4930693	0,013245033	0,5659411	0,7006579	0,48097414	0,29454547	0,70218974	0,5714286	0,35294116	0,2777778
SYNJ2	0,18772562	0,4309091	0,31158715	0,32617188	0,20243903	0,42436978	0,3315881	0,32673267	0,17748344	0,1331626	0,5131579	0,43378997	0,14545454	0,42043793	0,17142859	0,41176468	0,3888889
PTGIS(CYP8)	1,8844764	1,5999999	2,5082767	1,8183594	6,5219507	2,3529413	2,897033	1,3445544	1,9589403	2,6017926	1,2944078	0,7534247	0,87636364	1,2058394	1,457143	3,5294116	2,9444447
KIAA1735	0,4314079	0,38545454	0,32911393	0,28320312	0,35121948	0,3340336	0,47818494	0	0,14172184	0,24071702	0,03782895	0,3713851	0,4981818	0,17080292	0,34285718	0,7058823	0,33333337
MFAP1	0,7274368	1,0327272	1,0223954	0,7207031	1,1829268	0,8928572	0,6910994	0,41980198	0,7695364	0,837388	0,55427635	0,6544901	0,44363633	1,1211679	0,37142858	1,2941176	1,0555556
SCHIP1	1,1173285	1,0454545	1,7507304	1,3613281	1,5902438	1,5567228	0,86910987	1,0871288	0,6609272	1,1318822	1,1233554	1,0076103	1,2981818	1,0569344	0,42857146	2,470588	2,388889
KIAA0521	0,9963898	1,1509091	1,406037	0,78515625	1,3756098	1,4978993	1,0331588	1,1287129	2,7562914	1,3597951	1,9654605	1,3881278	0,77454543	1,6832117	2,2	2,470588	1,8333334
KIAA0771	1,604693	2,3036363	2,4011686	1,7832031	2,2756097	1,6344539	1,0471203	1,0059406	0,63046354	1,7797695	1,4473685	1,0060883	1,5745454	1,1021898	1,5428573	2,4117646	2,1111112
LOC91316	0,04151624	0,009090909	0	0	0,026829269	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0717	0	0	0	0,04296875	0,007317073	0,21008404	0,02792321	0	0	0,16389245	0,067434214	0	0,18545453	0,07883212	0	0	0
TID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHE-6	0,4440433	0,5709091	0,5550146	0,30664062	0,3902439	0,4663866	0,3455497	0,19603959	0,029139074	0,44302174	0,27960527	0,13546424	0,45818183	0,3080292	0,11428572	0,7058823	0,7222222
F3	0,43501803	0,26181817	0,77312565	0,39648438	0,3926829	0,19117649	0,12216404	0,102970295	0,06357616	0,14340588	0,21052633	0,152207	0,12727273	0,18248175	0,05714286	1,4705882	0,5
	0,26353788	0,25454545	0	0,2734375	0,42682925	0,004201681	0,16753925	0,26138613	0,30596027	0,110115245	0,3470395	0,48097414	0,043636363	0,11240876	0,05714286	0,17647058	0,33333337
KIAA0542	0	0,092727266	0,007789679	0,15234375	0	0,38025212	0	0	0,31655627	0,1306018	0	0,066971086	0,11636364	0,0729927	0	0,058823526	0,11111112
KIAA0542	5,6119127	4,6690907	4,708861	4,9433594	7,895122	8,262605	3,4973817	0,27920792	1,3311259	7,3393087	3,3223686	5,6834097	4,825454	2,357664	0,34285718	3,4117646	4,2777777
	0	0	0	0	0	0	0	0	0	0	0,28453946	0	0	0	0	0	0
KIAA0895	0	0,009090909	0	0	0,07073171	0	0,22687607	0,043564357	0	0	0	0	0	0	0,02857143	0,058823526	0
"SLC25A17; PMP34"	0,037906133	0	0,017526777	0,04296875	0,058536585	0	0	0	0	0	0,11677632	0,08523592	0	0,22189781	0	0,11764705	0,11111112
RIN2	2,1191335	2,9636362	2,194742	1,6855469	2,6536586	2,9054623	0,8272251	1,0475248	0,6370861	1,8565941	1,4671053	0,7838661	0,55999994	1,0642335	0,94285715	3,0588233	2,8888888
	0,17870034	0,0690909	0,31937683	0	0,22682926	0,10714286	0,11169284	0	0,062251654	0	0,036184214	0,07001522	0,025454544	0,10072993	0	0,11764705	0,16666669
DKFZp586P0123	0,5776173	0,70363635	0,6465434	0,625	0,84878045	0,697479	0,54799294	0,5445545	0,54966885	0,5864276	0,8881579	0,83257234	0,65090907	0,9737226	0,8571429	1,5882353	1,2777778
CRIP2	2,1913357	2,0854545	2,1888998	1,7714844	2,6	2,4369748	1,9267014	1,6415842	5,525828	2,7221513	2,3536186	2,697108	1,9454545	2,208759	2,0857143	2,5882351	1,8333334
ASMTL	0,09747292	0,1290909	0,122687444	0,107421875	0,4414634	0,16596639	0,42233855	0,106930695	0,10728478	0,35851473	0,27960527	0,048706245	0,39999998	0,270073	0	0,17647058	0,05555556
"SNCG; SR; BCSG1"	3,6407938	2,8581817	3,1061344	2,4140625	2,5536585	0,94327736	3,2390924	2,6534653	1,5284768	1,2880921	2,6891448	1,2100457	3,261818	3,0262773	2,7428575	2,1764705	2
KIAA0672	0	0,07454545	0,0895813	0,17773438	0,17317072	0,16386555	0	0,2990099	0	0	0,11019737	0,08219179	0,31636363	0,2189781	0	0,058823526	0,05555556
CACNB1	0	0	0	0,16992188	0,053658538	0,44537818	0,28970328	0,057425745	0	0,35083225	0,24835528	0,16133943	0,06545454	0,10218978	0	0	0
CACNB1	0,14620939	0,27818182	0,47322297	0,005859375	0,24634147	0,5546219	0,3350785	0,8	0,42384106	1,3316262	0,3125	0,2541857	0,061818182	0,24963504	0,37142858	0,35294116	0,3888889
CACNB1	0,05956678	0,09454545	0,16163585	0,1484375	0,11951219	0,09663866	0,05584642	0	0	0,16645327	0	0	0	0	0	0	0
KIAA0481	0	0	0,046738073	0,095703125	0	0,10714286	0	0	0	0,1306018	0	0	0	0	0,02857143	0	0
PCCB	1,1841154	1,3363636	1,2833496	0,7714844	1,5707316	0,8382354	0,58638734	0,32871288	0,24238409	0,7195903	0,46875003	0,50380516	0,71636367	0,6875912	0,2	1,6470587	1,7777779
KIAA0427	0,23826712	0,4272727	0,37974685	0,16992188	0,20487803	0,197479	0	0,001980198	0,40529802	0	0,2450658	0,78691024	0	0,46715328	0,25714287	0,41176468	0,22222224
DKFZP761N09121	0	0,05818182	0	0,24414062	0	0,029411765	0	0	0,08344371	0	0	0,11111112	0	0,03211679	0	0	0
FLJ90005	0	0	0	0	0	0	0,3490401	0	0	0	0	0	0	0	0	0	0
ZNF183	0,2039711	0,030909091	0,15774101	0,12890625	0,3146341	0,42647058	0,16055845	0,3108911	0,47152317	0,33034572	0,23848686	0,33181128	0	0,43357664	0,25714287	0,41176468	0,33333337
CTNS	0,2436823	0,4090909	0,109055504	0,1875	0,2097561	0,6512605	0,11867364	0,65346533	1,7536423	0,89628685	0,53125	0,89802134	0,6363636	0,9240876	0,34285718	0,35294116	0,2777778
	0,299639	0,32363635	0,066212274	0,5644531	0,39999998	0,33613446	0,097731225	0,44950497	0,5774834	0,44558257	0,375	0,24353121	0,37090907	0	0,2857143	0	0,33333337
	0	0,12	0	0	0	0	0,03490401	0	0	0	0	0,036529683	0	0	0	0	0
TNA	8,01083	10,249091	3,5696204	8,050781	11,702438	11,142858	17,713785	5,3405943	13,619868	10,711907	5,902961	13,757992	6,952727	14,902189	10,6	5,2352934	6,0000005
CALB1	0	0	0	0	0	0,031512607	0	0	0	0	0	0	0	0	0	0	0
topIIb	2,075812	2,0854545	4,021422	4,404297	3,0024388	3,6491597	2,8307152	1,4455445	1,5284768	1,262484	1,763158	3,3287673	1,6618181	3,811679	1,0857143	3,9999998	6,5
KIAA0069	3,1010828	2,2763636	2,0720546	2,0898438	3,6999998	2,962185	2,0837696	2,192079	0,89933777	2,978233	2,0805922	1,4520549	1,8218181	2,4072993	1,8571429	2,705882	2,6111112
PIAS1	0,25992778	0,31636363	0,15384616	0,1953125	0,23414634	0,27310926	0,47120413	0,25346535	0,24900661	0,340589	0,39309213	0,5555556	0,34545454	0,32554743	0,37142858	0,4705882	0,5
H-IDH gamma	2,1787002	2,42	1,9668939	1,9199219	1,8658535	2,8151262	2,5479927	1,7663366	6,4887414	3,5877082	2,452303	2,8919332	2,8072724	2,7036495	2,257143	1,1764705	0,66666675
BL34	0	0	0	0	0	0,09453782	0	0	0	0,030729836	0,108552635	0	0	0,037956204	0	0	0,05555556
H2AFY	0,68772554	0,85818183	0,88997084	0,5371094	0,6219512	0,9558824	0,44677135	0,13663366	0,4397351	0,7451985	0,24177632	0,35920855	0,24	0,69927007	0,02857143	0,7058823	0,5555556
MIG2	1,2581226	1,4963636	1,540409	1,3164062	1,6560975	1,3277311	0,7574171	0,44554454	0,50066227	0,8860435	0,53125	0,8158295	0,78181815	0,8861314	0,22857144	1,4117646	2,388889
MIHB	0	0,09454545	0,09152872	0,119140625	0	0,09663866	0,14659683	0	0,18410595	0,03585147	0	0	0,16727272	0,05109489	0	0,17647058	0,2777778
KIAA0126	0,44043317	0,8545454	0,691334	0,5839844	0,7902439	0,57983196	0,37696332	0	0	0,2535211	0,014802632	0	0,07636363	0,15766424	0	1,4117646	2,0555556
FLJ13910	1,2924186	1,8436363	2,031159	1,578125	1,7439023	1,1512605	0,9319371	0,44356436	0,48874176	0,8399488	0,9884868	1,1567732	0,7018181	2,1839416	0,25714287	2,9999998	3,0000002
"GARS; CMT2D; SMAD1"	0,77797824	1,0763636	1,1275561	0,7597656	1,4268292	1,2268908	0,7085514	0,6277228	0,7364238	1,3597951	0,8552632	1,2846272	0,9672727	1,0744525	0,68571436	0,9411764	0,7777778
"GARS; CMT2D; SMAD1"	0,45306855	0,34181815	0,50243425	0,40625	0,58780485	0,52310926	0,29319367	0	0,009271523	0,6914213	0,09375	0,19634703	0,1890909	0,17664234	0	0,4705882	0,3888889
SNX1	0,12635379	0,2981818	0,30963972	0,10546875	0,019512195	0,2710084	0	0	0,005298013	0,16133164	0	0	0,07272727	0,027737226	0	0,17647058	0,16666669
ITIH2	0,09386281	0,05818182	0,12074002	0,14648438	0,08780487	0,24789917	0,2862129	0,21980198	0,07019868	0	0,12664475	0,32420093	0,37454545	0,11386862	0,25714287	0,17647058	0,05555556
ARF4	3,140794	3,4563637	2,4771178	2,9121094	4,7585363	3,2037816	1,9092494	1,8	1,5668875	3,4340591	1,9424343	2,1232877	2,192727	3,6029198	2,4285715	6,352941	5,9444447
AIP	0,34657037	1,0436363	0,72638756	0,19335938	0,63414633	0,7247899	0,4153577	0,1920792	0,77351	1,1190782	0,6463816	0,73668194	0,50545454	0,72262776	0,22857144	0,35294116	0,33333337
EEF2	24,232851	25,252728	26,568647	21,96875	33,729267	30,626053	19,661428	11,681189	16,487417	32,573624	16,93421	15,541857	34,01818	14,376642	14,714287	17,17647	12,500001
