File Name ()*			G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
37238_s_at	Myt1	AF014118	2,2906137	1,8381817	2	1,3300781	2,221951	1,289916	2,3280973	1,8158414	1,9774835	2,696543	1,7434211	1,7929986	2,3345454	1,5036496	1,457143	1,5882353	1,3333335
37239_r_at	Myt1	AF014118	2,1299636	1,8981818	1,7896787	2,2910156	0,23658535	0,7478992	1,7661428	3,6653466	2,1655629	1,1549295	3,78125	2,6164384	0,7490909	2,579562	2,857143	2,4117646	1,8888891
37240_at	HO3	U18937	0,088447645	0	0,09152872	0	0	0,0987395	0,24781847	0,33465347	0	0,053777207	0,14309211	0,19939119	0,19272727	0,001459854	0,11428572	0,17647058	0,11111112
37241_at	KIAA0883	AB020690	0,010830324	0,12	0	0	0	0,065126054	0,041884813	0	0,060927153	0,08962868	0	0,09589042	0	0	0	0	0,11111112
37242_at	MGC5149	U79260	4,7274365	4,3109093	4,6153846	3,2929688	4,809756	3,792017	3,9790573	5,3603964	5,4834437	4,901408	6,2434216	4,7686453	4,1345453	6,5328465	6,771429	9,999999	9,000001
37243_at	GUCY1B3	X66533	0,38628155	0,2672727	0,4167478	0,40234375	0,48536584	0,35924372	0,22338568	0,08910891	0,12980133	0,19974393	0,1875	0,11567733	0,23636363	0,29927006	0,11428572	0,4705882	0,7777778
37244_at	UCHL3	AA746355	0,63898915	0,5181818	0,67575467	0,6542969	0,7804878	0,27310926	0,2687609	0,2851485	0,18675497	0,36107555	0,25822368	0,3500761	0,35636362	0,50802916	0,02857143	0,82352936	0,8333334
37245_at	GABPA	U13044	0,066787	0,1509091	0,109055504	0,12890625	0	0,17016809	0,090750426	0,118811876	0,010596027	0,087067865	0	0,123287685	0	0,28029197	0,02857143	0	0,11111112
37246_at	24432	AF070535	0,007220216	0,23454544	0,1187926	0	0,09268292	0,10714286	0,3979057	0,37821782	2,5615892	0,36363637	1,1529605	0,90106547	0,3490909	1,6175183	1,4285715	0,52941173	0,5555556
37247_at	TCF21	AF047419	0,6245487	0,42545453	0,38948393	0,71875	1,1463414	0,82563025	0,5724258	1,1524752	1,3841059	1,0320102	1,6430922	0,7275495	0,9018181	1,2335767	1,057143	0,9411764	0,8333334
37248_at	CPZ	U83411	1,7797832	1,7945453	0,94449854	1,6152344	1,8560975	1,9054621	1,3123908	0,015841585	2,250331	1,53137	1,2549343	1,1019788	1,6145455	0,8846715	0,2857143	0,76470584	0,7222222
37249_at	PDE8B	AF079529	0,6570397	1,0236363	1,554041	0,6738281	0,90975606	1,6932774	1,2076787	1,2514851	0,8900662	0,96798974	0,7220395	1,4216135	0,68727267	2,5313869	0,9142858	1,2941176	0,44444448
37250_at	amy-1L	AB007191	0,40974727	0,23454544	0,255112	0,40039062	0,07804878	0,46008405	0	0	0,38013247	0,29193342	0,43092108	0,2907154	0,22545452	0,3021898	0,11428572	0,11764705	0,22222224
37251_s_at	m6b1	AF016004	0,31588444	0,4018182	0,4070107	0,31054688	0,49512193	0,4159664	0,6806282	0,17029704	0,2039735	0,087067865	0,23355263	0,17503805	0,19999999	0,40729925	0,085714296	0,52941173	0,44444448
37252_at	SNAPC2	U44755	0,4079422	0,33818182	0,3933788	0,37695312	0,39756095	0,15966387	0,24432808	0,035643563	0,610596	0,40460947	0,23519738	0,4611872	0,55636364	0,37518248	0	0,058823526	0,11111112
37253_at	STM-7	X92493	0,9620938	1,1618181	1,8519961	1,1972656	0,91951215	0,6533614	0,3490401	0,44950497	0,095364235	1,1267606	0,6694079	0,3515982	0,96363634	1,0014598	0,6571429	1,1176469	1,9444445
37254_at	ZNF133	U09366	0,35018048	0,41272727	0,39922103	0,41992188	0,47073168	0,50630254	0,24781847	0,41188118	0,5086093	0,49935982	0,38980266	0,3515982	0,19999999	0,37226278	0,37142858	0,6470588	0,3888889
37255_at	NDST2	U36601	0	0	0	0,15039062	0,060975607	0	0	0	0	0	0,24013159	0	0	0	0	0	0
37256_at	HTCD37	AI829890	1,0776173	1,1781819	1,3106135	0,94140625	0,97317076	0,63235295	0,9563699	0,53861386	0,54304636	0,709347	0,8963816	0,48401827	1,1781819	0,459854	0,68571436	1,2941176	0,8333334
37257_at	HTCD37	W26238	0,2472924	0,15636364	0,10710809	0,17382812	0,063414626	0,1869748	0	0	0,50066227	0,184379	0,6430921	0,42617962	0,123636365	0,3810219	0	0,41176468	0,3888889
37258_at	TMEFF1	U19878	0	0	0,019474197	0	0	0,067226894	0,045375213	0	0	0	0	0	0	0	0,02857143	0	0
37259_at	SERPINI1	Z81326	0	0	0	0	0,10487805	0,016806724	0,16055845	0	0	0	0	0	0	0	0	0	0
37260_at	SUR2	AF061324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37261_g_at	SUR2	AF061324	0,09927797	0	0,18305744	0	0,21707316	0,14915967	0,3804537	0	0,14569536	0,0793854	0,11513159	0	0,036363635	0	0	0	0
37262_at	SUR2	AF061324	0	0	0,011684518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37263_at	hGH	U55206	0,01805054	0,07636363	0,09737098	0,095703125	0,058536585	0,042016808	0,08726002	0,14257425	0	0,03585147	0	0,08219179	0	0,048175182	0,02857143	0,11764705	0,11111112
37264_at	ZNF131	U09410	0,28158844	0,34363633	0,7185979	0,23828125	0,38292682	0,7373949	0,7260034	0,77029705	0,5324503	0,37644047	0,59210527	0,86757994	0,7272727	1,1109489	0,5714286	0,99999994	0,88888896
37265_at	KIAA0237	D87074	0,3212996	0,17454545	0,3369036	0,13085938	0,21463415	0,2079832	0,15357766	0,3009901	0,2794702	0,24071702	0,24671054	0,18721463	0,2763636	0,2729927	0,22857144	0,2352941	0,05555556
37266_at	ZNF32	U69645	0,28700358	0,16	0,10516067	0,25195312	0,2902439	0,17857143	0,25130886	0,2039604	0,23178808	0,72983354	0,13486843	0,019786911	0,3490909	0,14744526	0,085714296	0,11764705	0,33333337
37267_at	THOP1	Z50115	1,0523465	0,9927272	0,9912367	0,7734375	1,117073	1,5210085	0,9947643	0,53267324	1,5125828	1,4084507	0,48026317	0,9512938	0,8145454	0,87153286	0,94285715	0,82352936	0,66666675
37268_at	VRF	U43368	6,1786995	7,943636	6,9152875	6,876953	7,1487803	10,092437	8,080278	6,5306926	17,956291	10,02817	5,7138157	6,130898	6,861818	17,19708	10,171429	8,470588	8,333334
37269_at	LZTR1	D38496	0,30866423	0,03454545	0,14995131	0	0	0	0,18848166	0,53861386	0,38013247	0,46862996	0,42105266	0,32267886	0,1490909	0,23211677	0,085714296	0,2352941	0,2777778
37270_at	"ATP1B2; AMOG"	AF007876	0,47653425	0,52363634	0,46932817	0,8046875	1,0243902	0,6554622	0,47469455	0,5623762	1,0264901	1,0806658	0,7615132	0,54185694	0,6036364	0,3532847	0,6571429	0,58823526	0,8333334
37271_at	TAFII70	L25444	0	0	0	0	0	0,035714287	0,11169284	0	0	0,17669655	0	0	0	0	0	0	0
37272_at	ITPKB	X57206	0,501805	0,26	0,45959106	0,46679688	0,32439023	0,47689077	0,39441532	0,3940594	0,46225166	0,63764405	0,56250006	0,5555556	0,48	0,5343065	0,6	0,11764705	0,44444448
37273_at		AF007153	0,32671478	0,5945454	0,79844207	0,5332031	0,84878045	0,38025212	0,46422336	0,4	0,11523178	0,31241998	0,33717108	0,7808219	0,25454545	0,87153286	0,17142859	0,8823529	2,0555556
37274_at	Btd	AF018631	0,5144404	0,46545455	0,6835443	0,453125	0,38780487	0,57563025	0,4502617	0,32079208	0,88344365	0,46862996	0,46546054	0,7929985	0,55636364	0,72262776	0,11428572	0,35294116	0,2777778
37275_at	GABPB1	U13045	0	0	0,074001946	0	0	0,079831935	0,22338568	0	0	0	0,039473686	0,015220701	0,003636364	0	0	0	0
37276_at	IQGAP2	U51903	0	0	0	0	0,021951217	0	0	0,13861386	0	0,087067865	0	0	0	0,05109489	0,085714296	0	0,05555556
37277_at	BIRC1	U80017	0,17328519	0,2090909	0,41090557	0,06640625	0,16585366	0	0	0	0,29271525	0,16133164	0,31414476	0,26331812	0,014545455	0,16058394	0	0,058823526	0
37278_at	G4.5	X92762	0,81227434	1,06	0,5355404	0,48632812	0,64634144	0,44747898	0,8621291	0,16831683	1,1218543	1,9180539	0,26151317	0,6803653	1,4581817	0,9036496	0	0,41176468	0,33333337
37279_at	gem	U10550	0,49277973	0,71090907	0,27848104	0,41210938	1,4292682	0,9579832	0,3455497	0,5108911	0,73112583	0,8245839	0,38651317	0,38356167	0,35636362	0,7109489	0,05714286	0,35294116	0,3888889
37280_at	MADH1	U59912	0,30866423	0,37454545	0,28042844	0,5625	0,5097561	0,20168069	0,24083768	0,2910891	0,4331126	0,2765685	0,31907895	0,5464232	0,047272723	0,7109489	0,25714287	0,9411764	0,61111116
37281_at	KIAA0233	D87071	0	0,22727272	0,019474197	0	0	0	0	0	0	0	0	0,21461189	0,054545455	0	0	0	0
37282_at	MAD2	AJ000186	0,00902527	0,092727266	0	0	0	0	0,024432806	0	0,017218543	0,081946224	0,013157896	0	0,02909091	0,049635038	0	0	0
37283_at	MN1	X82209	1,6173284	0,60727274	1,0438169	0,67578125	2,1365852	1,5672269	0,582897	0,580198	0,7695364	0,49935982	0,5559211	0	0,36727273	0,28613138	0,48571432	1,5294117	2,666667
37284_at	CD100	U60800	0,3574007	0,2581818	0,44595912	0,29492188	0,29999998	0,2079832	0,3176265	0	0,32715234	0,39692703	0	0,45357686	0,17818181	0,3138686	0,22857144	0,29411763	0,33333337
37285_at	ALAS	X60364	0,34657037	0,36545455	0,41090557	0,37109375	0,15365854	0,5462185	0,37696332	0	1,2609271	0	0,07236843	0,6575343	0,45818183	0,44087592	0,2	0,2352941	0,22222224
37286_at	KIAA0343	AB002341	0	0,016363636	0	0	0,051219508	0	0	0,14257425	0,049006622	0	0	0,006088281	0	0	0	0	0
37287_at	hBRAVO/Nr-CAM	U55258	0,07220216	0,07454545	0,00194742	0	0,012195122	0,033613447	0	0	0	0	0	0,07153729	0,018181818	0,005839416	0	0	0
37288_g_at	hBRAVO/Nr-CAM	U55258	0	0	0	0	0	0	0	0	0	0	0	0	0,101818174	0,002919708	0	0	0
37289_at	CDH8	L34060	0	0	0	0	0	0	0	0	0	0	0	0,012176561	0	0	0	0	0
37290_at		AA552988	0,043321297	0	0	0	0	0	0	0	0	0	0	0,00152207	0	0	0	0	0
37291_r_at	SNCA	L08850	0,00902527	0	0,035053555	0,0390625	0,01707317	0	0,041884813	0	0	0	0,034539472	0	0,05818182	0,024817519	0,02857143	0,058823526	0,05555556
37292_at	KIAA0200	D83785	0	0,009090909	0,054527752	0,001953125	0,31707317	0,17857143	0	0,08316831	0,023841059	0,09475032	0,018092107	0,01065449	0,087272726	0,12408759	0,05714286	0,11764705	0,22222224
37293_at	KIAA0097	D43948	0,6606497	0,60181814	0,4070107	0,4375	0,53658533	0,48529413	0,3909249	0,21584158	0,4807947	0,57874525	0,69736844	0,4961948	0,73818177	0,5226277	0,4	0,41176468	0,66666675
37294_at	BTG1	X61123	3,570397	2,8581817	2,4615386	2,3476562	3,521951	4,32563	1,8917974	1,5485147	0,82251656	5,53137	2,2779605	1,2511415	3,6399999	2,1620438	1,9428573	5,9999995	3,1111112
37295_at	TFIIE beta	X63469	0,066787	0,60181814	0,30769232	0,34570312	0,29756096	0,3340336	0,3315881	0	0	0	0,047697373	0,23287672	0,74181813	0	0	0,4705882	0,3888889
37296_at	ARL1	L28997	0,077617325	0,17999999	0,19084713	0,1640625	0,2804878	0,11764706	0,006980802	0,09504951	0,041059602	0,04865557	0	0,065449014	0,06545454	0,10072993	0	0,35294116	0,3888889
37297_at	LOC84549	AL049422	0,19494584	0,35454544	0,28432328	0,13476562	0,5121951	0,65756303	0,06631762	0,08514852	0,17350994	0,3559539	0,36184213	0,43531206	0,32	0,3489051	0,17142859	0,4705882	0,5555556
37298_at	GABARAP	AF044671	6,554151	6,410909	5,8149953	3,9550781	6,787804	5,720588	6,8970327	2,4851484	8,51788	12,993598	3,7713819	3,733638	8,847273	5,318248	3,914286	4,2941175	4,2777777
37299_at	GYS1	J04501	0,92418766	0,9981818	0,7478092	0,515625	0,8707317	0,80672276	0,58638734	0,0970297	1,9721854	1,53137	1,006579	0,3302892	1,3199999	0,5868613	0,25714287	0,6470588	0,61111116
372_f_at	GSTT1	Z84718	0,9548736	0,81090903	0,7205453	0,31445312	0,4292683	0,61974794	0,670157	0,2851485	0,037086092	1,3341869	0	0	1,8872727	0,23649636	0	0,11764705	0,16666669
37300_at	KIAA0325	AB002323	1,404332	2,0145454	1,9221032	1,2363281	2,1804879	2,329832	0,9738219	0,47920793	0,7536424	1,9308579	1,1019738	0,6925419	1,6145455	0,39270073	0,34285718	0,99999994	1,0555556
37301_at	PRKCB1	AI440365	0	0	0	0	0	0	0	0	0	0	0	0,057838663	0	0	0	0	0
37302_at	CENPF	U30872	0	0,08545454	0	0,046875	0,009756098	0	0	0	0,056953646	0,05633803	0	0	0,036363635	0	0	0	0,05555556
37303_at	PARPL	AF057160	0	0	0,10321325	0	0	0	0	0	0	0	0	0	0	0	0	0	0,05555556
37304_at	p25beta	U35451	0,62274367	0,7472727	0,84712756	0,5488281	0,9780487	0,72268915	0,3001745	0,44950497	0,39072847	0,36363637	0,5707237	0,6879757	0,45090905	0,550365	0,2	1,1764705	1,388889
37305_at	EZH2	U61145	0	0,08545454	0,033106137	0	0,0804878	0,1869748	0,13263524	0	0,21324503	0,12548016	0,14802632	0,21156773	0	0,10510948	0	0,29411763	0,3888889
37306_at	KIAA0068	D38549	0,48014438	0,62909085	0,86465436	0,45117188	0,902439	1,1554623	1,0471203	1,3742574	0,9682119	1,3982074	0,5394737	0,6423136	0,6472727	1,218978	1,5142858	1,7647058	1,3333335
37307_at	GNAI2	X04828	12,545125	13,427272	12,352483	12,0625	14,2780485	16,762606	10,666666	13,178218	25,021193	12,745199	13,937501	16,120243	9,385454	20,213139	17,742857	14,235293	11,555555
37308_at	GPR107	AI888084	0,26534295	0,3072727	0,25316456	0,22460938	0,16585366	0,38235298	0,40837693	0,2930693	0,17350994	0,24327785	0,5509869	0,50684935	0,087272726	0,23211677	0,2857143	0,52941173	0,5
37309_at	RHOA	L09159	17,129963	18,907272	15,357351	13,558594	21,529268	23,306725	18,649212	21,235643	37,056953	30,530088	20,768091	25,235922	20,45818	27,316788	26,371431	19,470587	19,444445
37310_at	uPA	X02419	0,9638989	0,7472727	0,751704	0,9355469	0,92926824	0,73319334	0,38743454	0,46336633	0,74569535	0,90909094	0,7269737	0,69101983	0,6981818	0,7635036	0,4571429	0,82352936	0,7222222
37311_at	"TALDO1; TAL-H; TALDOR"	AF010400	2,0974727	1,9854544	2,1421616	1,8515625	2,690244	2,2331934	2,0034902	0,44752476	1,2980132	2,8783612	2,213816	2,1035008	2,0036364	1,329927	0,74285716	2,470588	2,4444447
37312_at	KIAA0127	D50917	0,25812274	0,5436363	0,49074978	0,7753906	0,47073168	1,0189075	0,78883064	0,4059406	0,14039735	0,86299616	0,2680921	0,412481	0,73454547	0,4919708	0,22857144	1,4705882	1
37313_at		U80017	0,07942238	0	0	0,0546875	0,063414626	0	0	0	0,029139074	0,13828425	0	0	0	0	0	0	0,05555556
37314_at	C14orf11	AA203214	0	0	0,07010711	0	0,17560974	0	0	0	0	0,06145967	0	0	0	0	0	0	0
37315_f_at	C14orf11	AI057607	0,32851985	0,05818182	0,33885103	0,0625	0,22195122	0,090336144	0	0	0	0,007682459	0,04276316	0	0,17454545	0	0	0	0,05555556
37316_r_at	C14orf11	AI057607	1,4007219	1,0127273	1,1996105	0,7949219	1,304878	1,2226892	0,57940656	0,4	0,42119205	0,86555696	0,39473686	0,60273975	1,3199999	0,92262775	0,42857146	0,8823529	1,1111112
37317_at	PAFAH1B1	L25107	0,5162455	0,71272725	0,75365144	0,5644531	0,6414634	0,5714286	0,6980802	0,70495045	0,789404	0,5889885	0,90625	0,80669713	0,43272725	0,5912409	0,48571432	0,52941173	0,3888889
37318_at	ETF1	X81625	0,8519855	1,1199999	0,8938657	0,8691406	1,3243902	0,89075637	0,50610816	0,34455445	0,20264901	0,77080667	0,26973686	0,39117202	0,76363635	0,3649635	0,37142858	0,8823529	0,8333334
37319_at	IGFBP3	M35878	0,9079422	1,4963636	1,1080818	1,3984375	1,7317072	1,8151262	0,50959855	0,21980198	0,818543	0,79385406	0,4819079	1,3987824	0,7563636	1,0948905	0,02857143	0,4705882	1,388889
37320_at	KIAA0024	D14694	7,0126348	6,3599997	7,8617334	5,703125	6,531707	4,897059	5,403141	6,855446	4,3139076	4,8117795	9,169408	6,739726	11,647272	6,5007296	8,857143	8,17647	6,888889
37321_at	tpr1	U46570	2,9999998	3,3654544	4,3914313	3,6601562	3,1292682	3,0861344	3,4415355	3,0158415	2,9960265	3,2240717	3,0279608	3,0517504	3,221818	2,9678833	1,6857144	2,352941	3,5000002
37322_s_at	HPGD	X82460	0	0	0,013631938	0	0	0	0,052356016	0	0	0,03329065	0,09046053	0,07458144	0	0,049635038	0	0,058823526	0
37323_r_at	HPGD	X82460	2,3628156	2,0836363	1,5326192	2,0703125	1,7780488	1,3739496	1,0226874	0,7782178	0,7986755	1,0985916	1,1200658	1,2496195	1,1745454	0	0,4571429	0,52941173	0,5555556
37324_at	TFRC	X01060	0,400722	0,5763636	0,17526777	0,140625	0,38536584	0,09243698	0,22687607	0,075247526	0,4397351	0,6658131	0,21875001	0,26636225	0,30545452	0,10656934	0,17142859	0,52941173	0,7222222
37325_at	KIAA1293	D14697	0,7490974	0,71636367	0,53748786	0,625	0,44634143	0,5189076	0,3734729	0,2752475	0,5271523	0,46606916	0,3125	0,32724506	0,5163636	0,43065694	0,37142858	0,6470588	0,66666675
37326_at		U93305	3,1516244	3,8836362	3,7740996	2,7421875	4,5365853	3,2878153	2,7818496	3,758416	6,962914	8,302177	4,345395	3,5296805	3,3563635	4,2875915	3,4285717	5,6470585	4,2222223
37327_at	EGFR	X00588	0,08122743	0,14363636	0,28237587	0,029296875	0,041463416	0,23739497	0,08027922	0,16039604	0,23708609	0	0,24342106	0,24657537	0,16363636	0,29489052	0,2857143	0,17647058	0,16666669
37328_at	PLEK	X07743	0,09566787	0,18181817	0,122687444	0,17773438	0,099999994	0,1869748	0,3699825	0,15841584	0,16688742	0,39948785	0,029605264	0,07153729	0,123636365	0,10218978	0,17142859	0,11764705	0,11111112
37329_at	NDUFV1	AF053070	1,936823	2,54	3,0048687	2,2382812	2,9390242	2,6008406	2,471204	0,4712871	1,6516556	4,222791	1,0328947	1,1248099	3,3454545	0,9824818	0,8	1,235294	1,1666666
37330_at	P5CDh	U24266	1,0072201	0,51272726	0,78091526	0,9667969	0,97317076	1,2436975	0,62129134	1,091089	1,8357617	0,71702945	1,3240132	1,2998478	1,0872726	1,0978101	0,2	0,58823526	0,8333334
37331_g_at	P5CDh	U24266	0,8465704	1,1999999	0,75365144	0,92578125	0,67804873	1,0210084	0,6282722	1,091089	1,5350994	0,52496797	1,1578948	0,8417047	0,80727273	1,2759124	1,1142858	1,9999999	2,2222223
37332_r_at	P5CDh	U24267	2,5216603	1,2218181	1,5189874	1,3398438	0,81463414	1,3004203	1,8184988	5,0059404	2,8728476	1,5979514	3,4128292	2,3287673	1,8618182	2,340146	3,8857145	3,5882351	2,8888888
37333_at	DNMT1	X63692	0,3176895	0,39636362	0,5121714	0,19921875	0,18292682	0,42436978	0,14310645	0,15247524	0,22251655	0,4199744	0,26973686	0,05631659	0,018181818	0,097810216	0,02857143	0,35294116	0,3888889
37334_at	HNRPA0	U23803	1,1588446	1,4090909	1,4625121	1,1523438	1,4390243	0,8781513	1,1448516	0,5683168	0,24370861	1,0909091	0,83059216	0,67884326	0,5454545	0,7708029	0,4	2,8235292	2,1666667
37335_at	DGUOK	U41668	0,08122743	0,12181818	0,31937683	0	0,2536585	0,029411765	0	0,06336634	0,002649007	0	0	0	0,19272727	0	0,22857144	0,058823526	0,05555556
37336_at	KIAA0242	D87684	0,43501803	0,5581818	0,95228827	0,6035156	0,58536583	0,65756303	0,6108202	0,19603959	0,28211918	0,47887325	0,14802632	0,40943685	0,20363635	0,35036495	0,085714296	0,11764705	0,2777778
37337_at	SNRPG	AI803447	2,333935	2,26	2,2999027	1,6074219	2,495122	1,9852942	0,56195456	1,0594059	1,1801324	1,8514726	1,0986843	0,86301374	1,52	1,5489051	1,2285715	3,117647	2,8888888
37338_at	PRPSAP1	D61391	1,0505414	1,0436363	1,1217138	0,5546875	1,1902438	0,8613446	0,3490401	0,37623763	0,5086093	0,7733675	0,8388158	0,7914764	0,7018181	0,78248173	0,22857144	1,9999999	2
37339_at	Unph	U20657	0,9963898	1,0927272	0,9308666	0,27539062	0,42195117	0,71638656	0,56893533	0,35643563	0,5562914	0,7119078	0,38486844	0,7625571	0,79999995	0,540146	0,71428573	0,2352941	0,3888889
37340_at	MAT2A	W27954	0,29602885	0,49454546	0	0	0,29999998	0	0,44328094	0,15445545	0	0,2996159	0,2713816	0	0,42909092	0,11386862	0,11428572	0	0
37341_at	GLUD1	M20867	0,9115523	0,68545455	0,92697173	0,5488281	0,95365846	0,9495799	0,87260026	0,32673267	0,24768212	0,9731114	0	0,120243534	0,52	0,2	0	0,35294116	0,44444448
37342_s_at	IVD	AF070531	0,9151624	0,95272726	0,6971762	0,828125	0,9390243	0,95378155	1,0820243	0	0,80529803	0,9475032	0,662829	0,82039577	0,9890909	0,84233576	0,02857143	0,6470588	0,5555556
37343_at	ITPR3	U01062	0,034296025	0	0,00194742	0	0,07560975	0	0	0	0,10993378	0,1587708	0	0	0,047272723	0	0	0,11764705	0,22222224
37344_at	RING6	X62744	0,22382669	0,18727273	0	0,25976562	0,7804878	1,2710085	0,60383934	0,09504951	3,2317882	2,640205	0,27467108	0,3059361	0,5709091	0,73138684	0,5714286	0,058823526	0,22222224
37345_at	Calu	AF013759	2,7617326	3,46	3,7877314	3,0566406	3,7073169	5,279412	4,837696	2,6158416	2,8887417	4,555698	2,3930922	3,6179605	3,6545453	3,3562043	1,6857144	4,4705877	5,722223
37346_at	hARF5	M57567	0,48194945	0,4218182	0,8510224	0	0,9268292	0,43907565	0,006980802	0	0,4450331	0,27144688	0,39473686	0,6712329	0,42545453	0,34452555	0	0	0
37347_at	CKS1B	AA926959	0,043321297	0,023636362	0,0895813	0	0,26585364	0,30882353	0,090750426	0	0,16026491	0,117797695	0	0,057838663	0,043636363	0,28467155	0	0,4705882	0,22222224
37348_s_at	HMGN3	AA845349	2,2220216	2,9345453	4,06037	3,2265625	2,6682925	2,407563	3,717277	1,5663366	1,2066225	1,6235596	1,8092105	1,3744293	1,6727272	2,6569343	0,9142858	3,8823526	6,3333335
37349_r_at	HMGN3	AI817618	0	0	0	0,048828125	0,18780486	0	0	0	0,010596027	0	0,12993422	0,05631659	0,003636364	0,10218978	0,11428572	0	0
37350_at	COL4A6	AL031177	0,19855595	0,4181818	0,42453748	0,123046875	0,63658535	0,52310926	0,40139613	0,15247524	0,39205298	0,29449424	0,28453946	0,22678843	0,39272726	0,459854	0,14285715	1,5882353	6,1111116
37351_at	UP	X90858	0,8176895	0,51454544	0,46348587	0,7675781	0,9658536	0,922269	0,7643978	0,48514852	1,623841	0,8348271	0,4095395	0,49771693	0,84	0,8	0,68571436	0,29411763	0,3888889
37352_at	Sp-100	M60618	0	0,29272726	0,4031159	0,24023438	0,20731707	0,27310926	0,003490401	0	0	0,2535211	0	0,036529683	0,1381818	0,28613138	0	0,41176468	0,3888889
37353_g_at	Sp-100	M60618	0,5794223	0,71999997	0,99318403	0,5546875	0,7707317	1,2121849	0,8865619	0,38613862	0,18410595	0,7067862	0,39967105	0,6255708	0,5345454	0,6773723	0,17142859	0,8823529	0,5
37354_at	SP100-B	U36501	0,04151624	0,25636363	0,34079844	0	0,012195122	0,25	0,22338568	0,16237622	0	0	0	0,19178084	0	0,29635036	0	0,2352941	0
37355_at	STARD3	D38255	0,28519854	0,21636362	0,48296008	0,28320312	0	0,22689077	0,53054094	0	0,17086092	0,22279128	0,20559211	0,36073062	0,36363634	0,23941605	0	0	0
37356_r_at	VDP	D86326	0	0,15636364	0,10321325	0,083984375	0,002439024	0,084033616	0,16753925	0,09108911	0	0,1306018	0	0,02739726	0,02909091	0,07007299	0,05714286	0,11764705	0,16666669
37357_at	GCSH	D00723	0,28880864	0,31636363	0,6348588	0,39648438	0,49512193	0,57563025	0,45724255	0,14653465	0,18543047	0,25096032	0,2269737	0,630137	0,34545454	1,049635	0,14285715	0,9411764	1,2777778
37358_at	UBE2E1	AI039880	0,12274367	0,24727273	0,1966894	0,14453125	0,26829267	0,12815127	0,010471203	0	0,052980132	0,19206147	0,057565793	0,06392694	0,16727272	0,119708024	0,02857143	0,35294116	0,22222224
37359_at	KIAA0102	D14658	0,71660644	0,54727274	0,50243425	0,6269531	0,98048776	0,77521014	0,49563694	0,21584158	0,3178808	0,96798974	0,29276314	0,2541857	0,5454545	0,41021898	0,2857143	0,6470588	1,0555556
37360_at	9804	U66711	2,539711	2,5072725	1,8208374	1,8886719	1,4463414	1,5378151	3,0087256	2,5108912	9,442385	2,1024327	2,7434213	3,5144596	1,5636363	7,09635	2,6857142	1,6470587	0,5555556
37361_at	FIBP	AF010187	0,38267148	0,30545452	0,57059395	0,123046875	0,8780488	0,42857143	0,29319367	0	0,5152318	0,9935979	0,097039476	0,051750384	0,57454544	0	0	0,058823526	0
37362_at	RAB5B	X54871	1,4494585	1,48	1,2872444	1,1484375	1,7390244	1,5231093	1,4345548	1,1267327	0,71655625	2,2202303	1,53125	1,3820397	1,7636364	1,7635037	0,94285715	1,5882353	1
37363_at	KIAA0429	AB007889	0,32310465	0,19999999	0,19279455	0,1953125	0,32682925	0,22689077	0,20244327	0,25742573	0	0,14340588	0,001644737	0	0	0,096350364	0	0,17647058	0,33333337
37364_at	hBAP	U72511	1,102888	1,1254545	0,728335	0,78125	1,0414634	0,7857143	0,5340314	0	0,3615894	1,7234316	0,49671057	0,25722983	0,9781818	0,24379563	0,05714286	0,2352941	0
37365_at	DNAJB2	X63368	0,33032486	0,12727273	0,55111974	0,18164062	0,88048774	0,5315126	0,3350785	0	0,07152318	0,38668376	0,1069079	0,36834097	0	0,21605839	0	0,11764705	0,11111112
37366_at		AL049969	2,3014438	2,3654547	4,264849	3,4726562	4,495122	1,9348739	2,1151829	1,0930693	0,85562915	3,277849	1,2664474	1,8158296	4,538182	2,3956206	0,37142858	5,2941175	5,7777777
37367_at	ATP6V1E1	X76228	1,2906137	1,0763636	1,4897761	1,1054688	1,7878048	0,987395	1,0506108	0,42178217	0,7470199	1,3982074	0,99342114	0,672755	1,9345454	0,6948905	0,22857144	0,76470584	0,5
37368_at	NFATC4	AA292277	0,032490972	0,08	0,087633885	0,13671875	0	0	0,10820243	0	0,022516556	0,21766965	0,0756579	0,060882803	0,03272727	0,001459854	0	0	0,11111112
37369_s_at	NF-AT3	L41066	0,2436823	0,17999999	0,13047712	0	0	0,19327731	0,43630013	0,20594059	0,3615894	0,015364918	0,3075658	0,114155255	0,0690909	0,16788322	0,085714296	0	0,16666669
37370_i_at	NF-AT3	L41066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37371_at		M81780	0,61913353	0,57454544	0,3836417	0,5488281	0,7951219	0,38235298	0,9458987	0	0,6423841	0,6171575	1,1875	1,2070016	0,24363635	0,6890511	0,54285717	0	0,33333337
37372_at		M81780	0,31227434	0,43636364	0,15189874	0,16796875	0,2609756	0,13865547	0,2687609	0	0,3536424	0,43277848	0,3338816	0,27701676	0	0,22481751	0	0,058823526	0
