Geneid	HS13
ENSG00000172296	417
ENSG00000225069	0
ENSG00000283069	0
ENSG00000234878	0
ENSG00000227693	0
ENSG00000287211	0
ENSG00000125804	55
ENSG00000236985	0
ENSG00000226405	106
ENSG00000131069	2881
ENSG00000231015	2
ENSG00000217809	0
ENSG00000282894	0
ENSG00000215547	0
ENSG00000270299	1
ENSG00000227195	10
ENSG00000078804	2398
ENSG00000232595	0
ENSG00000204662	0
ENSG00000225056	4
ENSG00000236542	2
ENSG00000232333	2
ENSG00000101384	5407
ENSG00000230495	33
ENSG00000089057	1440
ENSG00000204556	47
ENSG00000235044	0
ENSG00000101435	0
ENSG00000232900	2
ENSG00000277508	1
ENSG00000287889	0
ENSG00000285100	16
ENSG00000229042	1
ENSG00000283020	2
ENSG00000277581	12
ENSG00000274825	0
ENSG00000229892	0
ENSG00000225956	2
ENSG00000277550	0
ENSG00000234862	0
ENSG00000230324	2
ENSG00000089123	427
ENSG00000170191	136
ENSG00000206249	0
ENSG00000223410	0
ENSG00000132792	1124
ENSG00000276638	0
ENSG00000180205	0
ENSG00000231081	1
ENSG00000149639	3709
ENSG00000233277	0
ENSG00000274173	2
ENSG00000286483	0
ENSG00000286803	9
ENSG00000225759	0
ENSG00000223651	0
ENSG00000228503	0
ENSG00000285144	0
ENSG00000273828	156
ENSG00000220540	0
ENSG00000180305	0
ENSG00000276223	2
ENSG00000277708	1
ENSG00000179935	10
ENSG00000101445	2009
ENSG00000234967	0
ENSG00000149633	1134
ENSG00000130684	215
ENSG00000281460	0
ENSG00000236874	0
ENSG00000286063	3
ENSG00000287983	4
ENSG00000223864	11
ENSG00000231119	56
ENSG00000281365	0
ENSG00000261431	2
ENSG00000227599	1
ENSG00000101452	1011
ENSG00000124191	101
ENSG00000235408	18
ENSG00000244558	11
ENSG00000229976	21
ENSG00000226769	0
ENSG00000064655	129
ENSG00000125899	3
ENSG00000273451	31
ENSG00000269931	0
ENSG00000235292	9
ENSG00000233415	0
ENSG00000180083	0
ENSG00000286117	4
ENSG00000062598	1200
ENSG00000225321	0
ENSG00000286083	4
ENSG00000198959	15558
ENSG00000283005	35
ENSG00000274261	0
ENSG00000042062	391
ENSG00000234075	0
ENSG00000224357	0
ENSG00000158480	285
ENSG00000101447	45
ENSG00000277425	11
ENSG00000197496	341
ENSG00000225458	0
ENSG00000235508	207
ENSG00000276923	0
ENSG00000158445	277
ENSG00000232200	0
ENSG00000278153	1
ENSG00000124249	19
ENSG00000237788	318
ENSG00000149654	86
ENSG00000124226	1481
ENSG00000225170	1
ENSG00000229222	42
ENSG00000224530	8
ENSG00000224565	1
ENSG00000274469	0
ENSG00000236028	5
ENSG00000243810	2
ENSG00000286250	3
ENSG00000282935	0
ENSG00000239783	2
ENSG00000080189	841
ENSG00000271784	4
ENSG00000223492	16
ENSG00000235415	0
ENSG00000198768	111
ENSG00000088298	545
ENSG00000228959	0
ENSG00000229522	0
ENSG00000282870	44
ENSG00000230133	2
ENSG00000288083	0
ENSG00000279322	0
ENSG00000124151	2304
ENSG00000267882	82
ENSG00000124089	0
ENSG00000238282	0
ENSG00000101425	3
ENSG00000234693	8
ENSG00000286229	0
ENSG00000235922	0
ENSG00000237423	1
ENSG00000275048	7
ENSG00000124126	1753
ENSG00000287853	6
ENSG00000215450	4
ENSG00000234900	7
ENSG00000124212	4021
ENSG00000182621	1615
ENSG00000054803	1
ENSG00000215546	0
ENSG00000226203	0
ENSG00000286179	0
ENSG00000287443	0
ENSG00000287107	0
ENSG00000054793	2776
ENSG00000125970	2995
ENSG00000089101	114
ENSG00000124216	65
ENSG00000232286	0
ENSG00000227705	7
ENSG00000234069	0
ENSG00000231265	0
ENSG00000230437	1
ENSG00000230636	1
ENSG00000259723	6
ENSG00000277938	56
ENSG00000287886	1
ENSG00000236151	0
ENSG00000234948	3
ENSG00000235594	0
ENSG00000231703	26
ENSG00000275358	4
ENSG00000225344	1
ENSG00000225563	0
ENSG00000101194	94
ENSG00000286444	5
ENSG00000132825	259
ENSG00000101132	101
ENSG00000250090	35
ENSG00000277829	54
ENSG00000288086	0
ENSG00000101182	2584
ENSG00000124215	69
ENSG00000234821	0
ENSG00000226262	0
ENSG00000238151	1
ENSG00000197586	2193
ENSG00000204658	0
ENSG00000130701	0
ENSG00000228386	23
ENSG00000228422	0
ENSG00000101439	5694
ENSG00000185834	2295
ENSG00000235166	0
ENSG00000286587	0
ENSG00000149531	315
ENSG00000275437	84
ENSG00000225106	1
ENSG00000101193	1006
ENSG00000179253	3
ENSG00000277975	0
ENSG00000232121	0
ENSG00000287752	0
ENSG00000203266	0
ENSG00000230843	0
ENSG00000231934	3
ENSG00000277373	1
ENSG00000124225	802
ENSG00000270792	7
ENSG00000101365	3299
ENSG00000271774	3
ENSG00000275401	11
ENSG00000238194	6
ENSG00000225417	0
ENSG00000277270	137
ENSG00000124164	1847
ENSG00000224628	614
ENSG00000276093	0
ENSG00000280220	3
ENSG00000182463	330
ENSG00000237119	0
ENSG00000233017	0
ENSG00000229755	0
ENSG00000227964	0
ENSG00000132821	467
ENSG00000225785	0
ENSG00000275923	0
ENSG00000271298	0
ENSG00000283123	1
ENSG00000125977	764
ENSG00000203883	982
ENSG00000286232	31
ENSG00000229882	0
ENSG00000154930	3471
ENSG00000264490	141
ENSG00000101134	324
ENSG00000286159	10
ENSG00000225336	0
ENSG00000158470	1097
ENSG00000219608	6
ENSG00000229500	0
ENSG00000020256	430
ENSG00000261411	2
ENSG00000166619	1887
ENSG00000271461	0
ENSG00000101115	6
ENSG00000053438	154
ENSG00000101144	444
ENSG00000101407	666
ENSG00000285347	5
ENSG00000132631	1
ENSG00000125533	3
ENSG00000228820	0
ENSG00000272259	0
ENSG00000179242	81
ENSG00000232294	0
ENSG00000232465	0
ENSG00000215444	3
ENSG00000101079	1237
ENSG00000237000	0
ENSG00000276786	6
ENSG00000225657	0
ENSG00000224008	0
ENSG00000171858	172
ENSG00000278709	40
ENSG00000229690	5
ENSG00000225246	0
ENSG00000231878	118
ENSG00000286006	0
ENSG00000229606	0
ENSG00000087510	8
ENSG00000276627	1
ENSG00000260542	0
ENSG00000184402	495
ENSG00000235032	7
ENSG00000101361	1510
ENSG00000214541	286
ENSG00000125514	0
ENSG00000101096	747
ENSG00000231604	0
ENSG00000197670	53
ENSG00000224635	9
ENSG00000196074	128
ENSG00000130702	12191
ENSG00000231078	0
ENSG00000149657	1214
ENSG00000087495	87
ENSG00000276603	57
ENSG00000261035	0
ENSG00000282842	0
ENSG00000171703	1027
ENSG00000130700	97
ENSG00000129988	2
ENSG00000196227	730
ENSG00000080839	307
ENSG00000282968	1
ENSG00000272050	0
ENSG00000237371	27
ENSG00000124209	799
ENSG00000275285	0
ENSG00000286309	0
ENSG00000124205	0
ENSG00000226094	152
ENSG00000233686	0
ENSG00000225129	0
ENSG00000101413	1316
ENSG00000273812	2
ENSG00000230352	0
ENSG00000130706	1096
ENSG00000025293	1815
ENSG00000227282	0
ENSG00000234274	9
ENSG00000226332	40
ENSG00000234104	0
ENSG00000270793	0
ENSG00000225803	13
ENSG00000287511	2
ENSG00000131067	1200
ENSG00000204117	9
ENSG00000287478	0
ENSG00000233347	142
ENSG00000286865	4
ENSG00000284481	0
ENSG00000221116	0
ENSG00000271798	1
ENSG00000212498	0
ENSG00000229686	0
ENSG00000226572	0
ENSG00000252096	6
ENSG00000278159	0
ENSG00000212165	0
ENSG00000202260	15
ENSG00000251955	0
ENSG00000200494	65
ENSG00000240584	0
ENSG00000278525	0
ENSG00000238833	0
ENSG00000212536	3
ENSG00000222281	0
ENSG00000207355	0
ENSG00000242348	0
ENSG00000201348	8
ENSG00000264879	0
ENSG00000202414	4
ENSG00000223128	0
ENSG00000251883	0
ENSG00000283291	0
ENSG00000283568	0
ENSG00000200231	0
ENSG00000283592	0
ENSG00000275305	0
ENSG00000242236	3
ENSG00000273745	2
ENSG00000264616	13
ENSG00000200325	0
ENSG00000199676	6
ENSG00000201151	4
ENSG00000201811	0
ENSG00000201221	4
ENSG00000207053	1
ENSG00000206801	0
ENSG00000200208	0
ENSG00000283433	0
ENSG00000240474	18
ENSG00000264767	1
ENSG00000275337	0
ENSG00000284419	0
ENSG00000264901	1
ENSG00000238452	0
ENSG00000252540	0
ENSG00000252467	0
ENSG00000206959	0
ENSG00000252654	0
ENSG00000199490	0
ENSG00000277034	0
ENSG00000225091	0
ENSG00000201512	0
ENSG00000200354	0
ENSG00000206710	0
ENSG00000202186	0
ENSG00000222118	0
ENSG00000252091	0
ENSG00000266761	1
ENSG00000207158	0
ENSG00000238468	0
ENSG00000252089	0
ENSG00000199218	3
ENSG00000276031	0
ENSG00000238777	0
ENSG00000199683	8
ENSG00000207802	9
ENSG00000266140	0
ENSG00000265617	1
ENSG00000223190	0
ENSG00000199017	23
ENSG00000284508	50
ENSG00000263453	0
ENSG00000222874	0
ENSG00000241821	1
ENSG00000269103	0
ENSG00000284074	0
ENSG00000201742	0
ENSG00000275958	0
ENSG00000124232	0
ENSG00000124145	1735
ENSG00000275894	36
ENSG00000204070	623
ENSG00000254806	8
ENSG00000124251	103
ENSG00000232880	7
ENSG00000254620	3
ENSG00000268941	2
ENSG00000124222	873
ENSG00000254995	100
ENSG00000215440	313
ENSG00000254419	28
ENSG00000237121	0
ENSG00000270279	0
ENSG00000268649	5
ENSG00000284040	0
ENSG00000216031	2
ENSG00000268333	20
ENSG00000276859	0
ENSG00000276722	0
ENSG00000274491	0
ENSG00000275069	0
ENSG00000225806	30
ENSG00000270951	1
ENSG00000285091	6
ENSG00000284985	101
ENSG00000101158	21
ENSG00000101162	27
ENSG00000124172	1381
ENSG00000101166	437
ENSG00000232925	13
ENSG00000204183	1
ENSG00000125965	2
ENSG00000221763	0
ENSG00000126001	1572
ENSG00000125975	0
ENSG00000224497	0
ENSG00000088340	461
ENSG00000227401	1
ENSG00000272897	0
ENSG00000222460	55
ENSG00000252549	11
ENSG00000244462	1249
ENSG00000197296	5137
ENSG00000226812	0
ENSG00000229005	0
ENSG00000233376	0
ENSG00000168746	0
ENSG00000226243	6089
ENSG00000124120	555
ENSG00000132824	4165
ENSG00000168734	2484
ENSG00000242509	1
ENSG00000101342	47
ENSG00000231241	1
ENSG00000226144	2
ENSG00000241229	2
ENSG00000287570	108
ENSG00000132823	642
ENSG00000149596	4011
ENSG00000237555	0
ENSG00000201021	0
ENSG00000233711	0
ENSG00000206998	0
ENSG00000124193	1400
ENSG00000201372	2
ENSG00000234271	15
ENSG00000277611	0
ENSG00000226143	0
ENSG00000282876	2
ENSG00000101052	376
ENSG00000215467	63
ENSG00000101057	83
ENSG00000124196	0
ENSG00000173335	0
ENSG00000101307	99
ENSG00000125879	0
ENSG00000271303	34
ENSG00000125821	226
ENSG00000130703	2858
ENSG00000101074	0
ENSG00000101098	19
ENSG00000231133	0
ENSG00000274915	0
ENSG00000225978	5
ENSG00000287324	0
ENSG00000260416	0
ENSG00000286628	1
ENSG00000207598	0
ENSG00000149658	824
ENSG00000273821	1
ENSG00000101197	13
ENSG00000266463	0
ENSG00000101198	1
ENSG00000275620	0
ENSG00000101199	1779
ENSG00000266104	3
ENSG00000222439	0
ENSG00000101204	5
ENSG00000203900	0
ENSG00000280936	0
ENSG00000226390	0
ENSG00000286936	0
ENSG00000237005	1
ENSG00000214835	0
ENSG00000230750	188
ENSG00000125863	516
ENSG00000285508	0
ENSG00000285723	0
ENSG00000101210	19825
ENSG00000230226	1
ENSG00000125534	2109
ENSG00000101213	45
ENSG00000275812	0
ENSG00000125531	19
ENSG00000199497	0
ENSG00000088356	215
ENSG00000260903	3
ENSG00000278012	0
ENSG00000226239	90
ENSG00000252623	0
ENSG00000101331	307
ENSG00000212571	0
ENSG00000275576	21
ENSG00000224452	25
ENSG00000235217	248
ENSG00000126003	387
ENSG00000101346	1632
ENSG00000284125	0
ENSG00000287850	0
ENSG00000233293	3
ENSG00000204393	1
ENSG00000228156	1
ENSG00000198547	11
ENSG00000285382	7
ENSG00000175730	112
ENSG00000101367	1286
ENSG00000260536	15
ENSG00000260257	117
ENSG00000101000	378
ENSG00000278367	5
ENSG00000200301	1
ENSG00000126005	483
ENSG00000229230	6
ENSG00000125966	159
ENSG00000279253	87
ENSG00000261582	23
ENSG00000235214	0
ENSG00000125998	0
ENSG00000101278	4
ENSG00000269846	3
ENSG00000236159	1
ENSG00000286240	0
ENSG00000198053	1024
ENSG00000149636	325
ENSG00000130584	1267
ENSG00000197818	867
ENSG00000124194	334
ENSG00000100987	15
ENSG00000278035	1
ENSG00000101335	27231
ENSG00000273986	0
ENSG00000118707	436
ENSG00000259399	0
ENSG00000101082	100
ENSG00000227688	4
ENSG00000202255	2
ENSG00000125901	804
ENSG00000101405	7
ENSG00000101200	0
ENSG00000263905	2
ENSG00000235958	32
ENSG00000185019	368
ENSG00000198171	1180
ENSG00000125877	443
ENSG00000277287	14
ENSG00000201294	6
ENSG00000226632	30
ENSG00000201346	5
ENSG00000288577	15
ENSG00000274364	8
ENSG00000235313	27
ENSG00000230613	4
ENSG00000278276	0
ENSG00000201770	0
ENSG00000125968	2535
ENSG00000264395	14
ENSG00000131055	347
ENSG00000236559	33
ENSG00000281376	24
ENSG00000088325	274
ENSG00000230801	2
ENSG00000101306	2
ENSG00000179772	258
ENSG00000171552	672
ENSG00000283405	0
ENSG00000235065	25
ENSG00000088970	1098
ENSG00000199509	0
ENSG00000228604	22
ENSG00000232712	92
ENSG00000214535	1664
ENSG00000226875	0
ENSG00000275457	29
ENSG00000212555	0
ENSG00000125850	0
ENSG00000212232	2778
ENSG00000125871	424
ENSG00000218902	0
ENSG00000229262	0
ENSG00000227343	0
ENSG00000252597	0
ENSG00000207282	0
ENSG00000232943	0
ENSG00000266720	0
ENSG00000252635	0
ENSG00000287954	0
ENSG00000230010	43
ENSG00000199719	4
ENSG00000237259	0
ENSG00000237282	0
ENSG00000232838	5
ENSG00000225988	2
ENSG00000125869	16
ENSG00000286740	0
ENSG00000232738	0
ENSG00000286470	0
ENSG00000125818	2619
ENSG00000215388	65
ENSG00000274269	2
ENSG00000101298	296
ENSG00000125775	77
ENSG00000274322	29
ENSG00000280162	12
ENSG00000229728	31
ENSG00000284436	0
ENSG00000196209	113
ENSG00000242324	2
ENSG00000252103	0
ENSG00000125900	6
ENSG00000271523	0
ENSG00000228438	0
ENSG00000276385	0
ENSG00000275222	0
ENSG00000124104	828
ENSG00000277051	1
ENSG00000132801	112
ENSG00000271984	0
ENSG00000100979	2113
ENSG00000285796	328
ENSG00000100982	1374
ENSG00000198026	1098
ENSG00000235525	0
ENSG00000100985	4
ENSG00000204044	0
ENSG00000088832	1440
ENSG00000225116	0
ENSG00000088836	30
ENSG00000275223	19
ENSG00000125967	1482
ENSG00000149609	123
ENSG00000271803	9
ENSG00000101412	120
ENSG00000101417	556
ENSG00000229188	0
ENSG00000230837	9
ENSG00000230753	0
ENSG00000101421	1146
ENSG00000240639	0
ENSG00000226038	0
ENSG00000252193	0
ENSG00000242372	558
ENSG00000252367	1
ENSG00000132646	445
ENSG00000212517	1
ENSG00000101290	5842
ENSG00000225022	705
ENSG00000101292	69
ENSG00000200313	1
ENSG00000276688	0
ENSG00000226995	23
ENSG00000230563	39
ENSG00000089006	674
ENSG00000149600	399
ENSG00000101349	0
ENSG00000125787	19
ENSG00000125888	0
ENSG00000101160	3252
ENSG00000222612	0
ENSG00000198900	1171
ENSG00000226648	147
ENSG00000276169	1
ENSG00000272407	0
ENSG00000242748	5
ENSG00000263989	9
ENSG00000228210	0
ENSG00000226948	132
ENSG00000171867	4225
ENSG00000171864	15
ENSG00000180259	0
ENSG00000231071	0
ENSG00000278595	0
ENSG00000101265	879
ENSG00000244005	682
ENSG00000125995	844
ENSG00000131051	3479
ENSG00000225357	83
ENSG00000283527	0
ENSG00000214078	1642
ENSG00000287430	1
ENSG00000185052	18
ENSG00000235996	0
ENSG00000179447	1
ENSG00000232675	0
ENSG00000268628	3
ENSG00000204103	689
ENSG00000229771	1
ENSG00000286972	1
ENSG00000238908	0
ENSG00000235102	1
ENSG00000132793	852
ENSG00000229398	0
ENSG00000124177	4378
ENSG00000235088	23
ENSG00000273951	9
ENSG00000232493	29
ENSG00000252386	0
ENSG00000212224	0
ENSG00000233352	0
ENSG00000124107	18
ENSG00000277022	6
ENSG00000101443	10
ENSG00000237464	0
ENSG00000237068	0
ENSG00000101446	0
ENSG00000249139	0
ENSG00000232135	1
ENSG00000229900	0
ENSG00000101448	0
ENSG00000201923	0
ENSG00000226188	4
ENSG00000124116	6
ENSG00000168630	0
ENSG00000221046	3
ENSG00000101457	438
ENSG00000175063	66
ENSG00000101470	13
ENSG00000168612	369
ENSG00000230758	78
ENSG00000227431	0
ENSG00000124207	1233
ENSG00000124214	2175
ENSG00000226284	176
ENSG00000167046	4
ENSG00000101187	63
ENSG00000277496	18
ENSG00000276317	2
ENSG00000232803	6
ENSG00000237687	0
ENSG00000101188	2
ENSG00000223669	0
ENSG00000101189	398
ENSG00000060491	1239
ENSG00000092758	225
ENSG00000101190	243
ENSG00000233838	0
ENSG00000236527	1
ENSG00000101191	3135
ENSG00000273759	57
ENSG00000132622	969
ENSG00000101220	359
ENSG00000101222	11
ENSG00000125817	1696
ENSG00000275491	6
ENSG00000274949	6
ENSG00000125843	443
ENSG00000088888	5968
ENSG00000199024	3
ENSG00000283320	0
ENSG00000088827	1312
ENSG00000260032	12004
ENSG00000277235	0
ENSG00000231470	1
ENSG00000237063	0
ENSG00000088367	1743
ENSG00000131043	681
ENSG00000186458	0
ENSG00000272874	0
ENSG00000196476	136
ENSG00000247315	481
ENSG00000286158	57
ENSG00000225377	462
ENSG00000125841	575
ENSG00000125875	1485
ENSG00000206797	1
ENSG00000101266	2060
ENSG00000101276	90
ENSG00000278231	12
ENSG00000124198	5152
ENSG00000124098	1093
ENSG00000087586	130
ENSG00000101138	484
ENSG00000228601	0
ENSG00000022277	1599
ENSG00000124103	4
ENSG00000280387	14
ENSG00000213714	3
ENSG00000287079	1
ENSG00000087589	67
ENSG00000101247	622
ENSG00000124201	3218
ENSG00000177410	317
ENSG00000277830	0
ENSG00000209042	2
ENSG00000274760	0
ENSG00000222365	0
ENSG00000277967	0
ENSG00000212304	0
ENSG00000124171	60
ENSG00000230043	0
ENSG00000228663	132
ENSG00000259456	36
ENSG00000124217	144
ENSG00000236992	83
ENSG00000173418	688
ENSG00000101343	1011
ENSG00000241054	1
ENSG00000132669	3032
ENSG00000275582	16
ENSG00000101236	419
ENSG00000226608	3894
ENSG00000215063	1
ENSG00000205300	0
ENSG00000088833	1417
ENSG00000171222	508
ENSG00000101336	259
ENSG00000124228	1034
ENSG00000101181	707
ENSG00000101224	636
ENSG00000149488	42
ENSG00000177732	559
ENSG00000170373	0
ENSG00000101441	0
ENSG00000171940	819
ENSG00000088854	3546
ENSG00000124257	61
ENSG00000125779	787
ENSG00000089048	473
ENSG00000000419	783
ENSG00000232358	0
ENSG00000026559	14
ENSG00000279835	0
ENSG00000168634	4
ENSG00000266071	1
ENSG00000149651	2
ENSG00000064601	3344
ENSG00000124160	807
ENSG00000213820	2
ENSG00000101347	2998
ENSG00000101216	465
ENSG00000197457	192
ENSG00000243509	0
ENSG00000101246	1745
ENSG00000197114	190
ENSG00000273154	0
ENSG00000274501	4
ENSG00000273047	0
ENSG00000125520	905
ENSG00000229299	0
ENSG00000231208	39
ENSG00000075043	0
ENSG00000226217	0
ENSG00000088882	57
ENSG00000241690	0
ENSG00000258713	0
ENSG00000198326	0
ENSG00000132635	689
ENSG00000215305	1105
ENSG00000101363	350
ENSG00000125878	199
ENSG00000124243	68
ENSG00000149634	71
ENSG00000244274	369
ENSG00000196421	147
ENSG00000101255	190
ENSG00000125508	8
ENSG00000149599	159
ENSG00000174306	1866
ENSG00000080845	1661
ENSG00000088899	729
ENSG00000125895	164
ENSG00000132670	1932
ENSG00000244588	0
ENSG00000124203	34
ENSG00000078699	1269
ENSG00000288649	120
ENSG00000214200	0
ENSG00000228958	34
ENSG00000087460	24500
ENSG00000229853	19
ENSG00000255438	43
ENSG00000238950	0
ENSG00000215448	0
ENSG00000251770	0
ENSG00000238785	0
ENSG00000124181	4290
ENSG00000124208	0
ENSG00000240849	400
ENSG00000231742	40
ENSG00000234698	4
ENSG00000277449	131
ENSG00000172216	392
ENSG00000244376	0
ENSG00000231715	0
ENSG00000196396	1232
ENSG00000239742	4
ENSG00000201501	0
ENSG00000232043	104
ENSG00000208018	7
ENSG00000221091	0
ENSG00000231302	2
ENSG00000233077	3
ENSG00000213979	1
ENSG00000197122	472
ENSG00000234832	3
ENSG00000132661	118
ENSG00000125812	715
ENSG00000125814	591
ENSG00000201728	3
ENSG00000125823	1
ENSG00000125831	0
ENSG00000233015	0
ENSG00000227063	1454
ENSG00000118702	15
ENSG00000101333	2635
ENSG00000243961	0
ENSG00000132623	144
ENSG00000276525	0
ENSG00000230506	14
ENSG00000232448	7
ENSG00000215452	0
ENSG00000283757	7
ENSG00000225849	5
ENSG00000184617	3
ENSG00000149635	0
ENSG00000158296	64
ENSG00000273893	16
ENSG00000124091	56
ENSG00000101180	1
ENSG00000188559	3015
ENSG00000125991	2898
ENSG00000101084	149
ENSG00000244687	239
ENSG00000149451	882
ENSG00000124140	26
ENSG00000125844	4889
ENSG00000101049	30
ENSG00000149474	569
ENSG00000125780	0
ENSG00000166948	0
ENSG00000207305	0
ENSG00000125835	903
ENSG00000256566	0
ENSG00000274309	0
ENSG00000199266	0
ENSG00000170471	2976
ENSG00000275453	1
ENSG00000231307	30
ENSG00000213959	10
ENSG00000277965	0
ENSG00000101438	0
ENSG00000101442	215
ENSG00000199691	7
ENSG00000215529	10
ENSG00000149646	12
ENSG00000101203	2
ENSG00000182931	4
ENSG00000284193	0
ENSG00000235018	19
ENSG00000265306	0
ENSG00000283078	25
ENSG00000130699	257
ENSG00000215595	13
ENSG00000289012	0
ENSG00000124143	0
ENSG00000158901	0
ENSG00000230860	0
ENSG00000124155	4663
ENSG00000182035	0
ENSG00000241721	0
ENSG00000236352	1
ENSG00000265595	0
ENSG00000019186	0
ENSG00000275877	0
ENSG00000274385	0
ENSG00000064787	7
ENSG00000215251	544
ENSG00000172315	270
ENSG00000101161	3215
ENSG00000061656	240
ENSG00000198185	143
ENSG00000100983	842
ENSG00000078814	12160
ENSG00000207635	1
ENSG00000283441	0
ENSG00000100991	2757
ENSG00000202150	2
ENSG00000286052	0
ENSG00000124097	12
ENSG00000124092	0
ENSG00000124253	3
ENSG00000227297	0
ENSG00000124256	12
ENSG00000101040	2479
ENSG00000196090	33
ENSG00000149679	469
ENSG00000288946	6
ENSG00000289236	5
ENSG00000235621	0
ENSG00000232907	102
ENSG00000238034	0
ENSG00000289634	1
ENSG00000225127	0
ENSG00000289072	0
ENSG00000231977	1
ENSG00000174403	1500
ENSG00000289590	0
ENSG00000289329	0
ENSG00000223891	569
ENSG00000289373	25
ENSG00000232406	28
ENSG00000203971	0
ENSG00000275852	0
ENSG00000225708	0
ENSG00000270411	0
ENSG00000124237	0
ENSG00000124227	0
ENSG00000101017	581
ENSG00000229957	0
ENSG00000273555	1
ENSG00000124159	10
ENSG00000196839	867
ENSG00000283440	0
ENSG00000132832	1
ENSG00000064205	1541
ENSG00000167098	0
ENSG00000078898	0
ENSG00000167104	0
ENSG00000214245	0
ENSG00000186191	0
ENSG00000131050	0
ENSG00000237662	0
ENSG00000224876	0
ENSG00000131059	0
ENSG00000198183	0
ENSG00000233106	0
ENSG00000125999	0
ENSG00000233146	0
ENSG00000125997	34
ENSG00000101391	950
ENSG00000288878	2
ENSG00000101400	4136
ENSG00000186190	0
ENSG00000088305	183
ENSG00000274414	9
ENSG00000100994	9982
ENSG00000274507	13
ENSG00000276952	88
ENSG00000100997	898
ENSG00000227379	12
ENSG00000101004	761
ENSG00000101440	21
ENSG00000214185	262
ENSG00000250917	3
ENSG00000236456	144
ENSG00000101444	1356
ENSG00000272945	7
ENSG00000234087	0
ENSG00000201498	4
ENSG00000234933	9
ENSG00000236388	6
ENSG00000231795	1
ENSG00000207997	0
ENSG00000181741	80
ENSG00000277558	4
ENSG00000206582	5
ENSG00000101460	923
ENSG00000101464	324
ENSG00000231034	0
ENSG00000289720	6
ENSG00000125971	50
ENSG00000078747	657
ENSG00000101003	72
ENSG00000125798	0
ENSG00000237396	0
ENSG00000230400	2
ENSG00000283072	0
ENSG00000215553	2
ENSG00000236474	8
ENSG00000252422	0
ENSG00000132664	325
ENSG00000265137	7
ENSG00000225419	9
ENSG00000089050	319
ENSG00000214612	1713
ENSG00000101310	544
ENSG00000232388	376
ENSG00000243702	1
ENSG00000221806	5
ENSG00000232136	13
ENSG00000233993	31
ENSG00000125826	1756
ENSG00000026036	238
ENSG00000258366	193
ENSG00000252064	0
ENSG00000266666	0
ENSG00000231005	0
ENSG00000054796	1
ENSG00000101146	592
ENSG00000228995	10
ENSG00000218018	188
ENSG00000132819	1270
ENSG00000101019	2247
ENSG00000101473	576
ENSG00000204548	0
ENSG00000180424	0
ENSG00000180383	7
ENSG00000088320	98
ENSG00000233354	5
ENSG00000101294	1354
ENSG00000289492	4
ENSG00000101337	2408
ENSG00000101350	1078
ENSG00000277692	12
ENSG00000171456	2589
ENSG00000197183	573
ENSG00000236772	27
ENSG00000286311	1
ENSG00000277301	5
ENSG00000196562	2482
ENSG00000130589	1648
ENSG00000286100	13
ENSG00000166913	2750
ENSG00000101104	239
ENSG00000025772	366
ENSG00000252021	2
ENSG00000124134	18
ENSG00000168703	0
ENSG00000124102	0
ENSG00000124233	0
ENSG00000124157	0
ENSG00000227477	5
ENSG00000101109	964
ENSG00000215545	0
ENSG00000237929	0
ENSG00000236121	0
ENSG00000252649	0
ENSG00000212717	0
ENSG00000131068	0
ENSG00000212134	0
ENSG00000180483	0
ENSG00000280350	0
ENSG00000278410	0
ENSG00000125813	0
ENSG00000285230	83
ENSG00000131061	157
ENSG00000125846	502
ENSG00000089199	3388
ENSG00000215589	80
ENSG00000089195	388
ENSG00000125885	146
ENSG00000286235	0
ENSG00000207380	0
ENSG00000231961	3
ENSG00000278719	2
ENSG00000275632	2
ENSG00000263755	1
ENSG00000088766	243
ENSG00000278192	8
ENSG00000233402	38
ENSG00000125872	99
ENSG00000202380	0
ENSG00000234241	490
ENSG00000271565	0
ENSG00000276915	0
ENSG00000088812	3093
ENSG00000230568	247
ENSG00000125861	0
ENSG00000088826	166
ENSG00000230176	2
ENSG00000101311	182
ENSG00000201363	2
ENSG00000266151	0
ENSG00000101076	3
ENSG00000089091	114
ENSG00000101898	0
ENSG00000101126	2161
ENSG00000175121	0
ENSG00000088881	407
ENSG00000131044	19
ENSG00000286999	0
ENSG00000196132	4
ENSG00000125522	0
ENSG00000278171	14
ENSG00000232852	19
ENSG00000274727	0
ENSG00000203880	1739
ENSG00000149656	0
ENSG00000213882	0
ENSG00000228935	0
ENSG00000230492	0
ENSG00000234646	0
ENSG00000132671	0
ENSG00000178726	758
ENSG00000279447	14
ENSG00000125810	9540
ENSG00000233746	2
ENSG00000279164	0
ENSG00000201527	0
ENSG00000234139	7
ENSG00000171700	180
ENSG00000274034	3
ENSG00000171695	6
ENSG00000125510	17
ENSG00000279082	1
ENSG00000289837	6
ENSG00000288974	0
ENSG00000289848	1
ENSG00000213742	178
ENSG00000230387	6
ENSG00000237767	1
ENSG00000289577	0
ENSG00000289875	16
ENSG00000280229	0
ENSG00000289895	1
ENSG00000287335	3
ENSG00000229873	33
ENSG00000289183	31
ENSG00000228340	899
ENSG00000289872	8
ENSG00000231290	37
ENSG00000289431	0
ENSG00000232645	14
ENSG00000226465	32
ENSG00000289537	10
ENSG00000203999	35
ENSG00000176659	12
ENSG00000235590	22
ENSG00000174407	542
ENSG00000229766	9
ENSG00000289494	8
