# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
c1qb,"1,2,5,6-dibenzanthracene",C026486,53-70-3,C1QB,713,Mus musculus,10090,"1,2,5,6-dibenzanthracene results in decreased expression of C1QB mRNA",decreases^expression,26377693
cacna1g,"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,CACNA1G,8913,Mus musculus,10090,"[tris(1,3-dichloro-2-propyl)phosphate co-treated with triphenyl phosphate co-treated with Tritolyl Phosphates] results in increased expression of CACNA1G mRNA",affects^cotreatment|increases^expression,29112739
cacna1g,Tritolyl Phosphates,D014317,,CACNA1G,8913,Mus musculus,10090,"ESR1 gene mutant form inhibits the reaction [[tris(1,3-dichloro-2-propyl)phosphate co-treated with triphenyl phosphate co-treated with Tritolyl Phosphates] results in increased expression of CACNA1G mRNA]",affects^cotreatment|decreases^reaction|increases^expression,29112739
cacna1g,Tritolyl Phosphates,D014317,,CACNA1G,8913,Mus musculus,10090,"[tris(1,3-dichloro-2-propyl)phosphate co-treated with triphenyl phosphate co-treated with Tritolyl Phosphates] results in increased expression of CACNA1G mRNA",affects^cotreatment|increases^expression,29112739
cacna1g,Valproic Acid,D014635,99-66-1,CACNA1G,8913,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of CACNA1G mRNA",affects^cotreatment|increases^expression,27188386
cacna1g,Valproic Acid,D014635,99-66-1,CACNA1G,8913,Homo sapiens,9606,Valproic Acid affects the expression of CACNA1G mRNA,affects^expression,23179753|25979313
cacna1g,Valproic Acid,D014635,99-66-1,CACNA1G,8913,Homo sapiens,9606,Valproic Acid results in increased expression of CACNA1G mRNA,increases^expression,19101580|26272509|27188386
cacna1g,Valproic Acid,D014635,99-66-1,CACNA1G,8913,Rattus norvegicus,10116,Valproic Acid results in decreased expression of CACNA1G mRNA,decreases^expression,29427782
cacna1g,Vehicle Emissions,D001335,,CACNA1G,8913,Mus musculus,10090,Vehicle Emissions results in decreased methylation of CACNA1G gene,decreases^methylation,25560391
cacna1g,vinclozolin,C025643,50471-44-8,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Vitamin K 3,D024483,58-27-5,CACNA1G,8913,Homo sapiens,9606,Vitamin K 3 affects the expression of CACNA1G mRNA,affects^expression,20044591
cacna1g,Ytterbium,D015018,7440-64-4,CACNA1G,8913,Homo sapiens,9606,Ytterbium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Yttrium,D015019,7440-65-5,CACNA1G,8913,Homo sapiens,9606,Yttrium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Zearalenone,D015025,17924-92-4,CACNA1G,8913,Sus scrofa,9823,Zearalenone results in decreased expression of CACNA1G mRNA,decreases^expression,34933075
cog3,"1,2-Dimethylhydrazine",D019813,540-73-8,COG3,83548,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of COG3 mRNA",affects^cotreatment|decreases^expression,22206623
cog3,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,COG3,83548,Homo sapiens,9606,"2,2',4,4'-tetrabromodiphenyl ether results in decreased expression of COG3 protein",decreases^expression,31675489
cog3,"2,4-dinitrotoluene",C016403,121-14-2,COG3,83548,Rattus norvegicus,10116,"2,4-dinitrotoluene affects the expression of COG3 mRNA",affects^expression,21346803
cog3,"2,6-dinitrotoluene",C023514,606-20-2,COG3,83548,Rattus norvegicus,10116,"2,6-dinitrotoluene affects the expression of COG3 mRNA",affects^expression,21346803
cog3,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,COG3,83548,Homo sapiens,9606,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in increased expression of COG3 mRNA",increases^expression,26238291
cog3,Acetaminophen,D000082,103-90-2,COG3,83548,Homo sapiens,9606,Acetaminophen results in decreased expression of COG3 mRNA,decreases^expression,21420995
cog3,Acetaminophen,D000082,103-90-2,COG3,83548,Mus musculus,10090,Acetaminophen affects the expression of COG3 mRNA,affects^expression,17562736
cog3,Acetaminophen,D000082,103-90-2,COG3,83548,Rattus norvegicus,10116,Acetaminophen results in decreased expression of COG3 mRNA,decreases^expression,33387578
cog3,Acrylamide,D020106,79-06-1,COG3,83548,Rattus norvegicus,10116,Acrylamide results in increased expression of COG3 mRNA,increases^expression,28959563
cog3,Aflatoxin B1,D016604,1162-65-8,COG3,83548,Homo sapiens,9606,Aflatoxin B1 results in decreased methylation of COG3 gene,decreases^methylation,27153756
cog3,arsenic disulfide,C058317,56320-22-0,COG3,83548,Homo sapiens,9606,arsenic disulfide results in decreased expression of COG3 mRNA,decreases^expression,12890387
cog3,arsenite,C015001,15502-74-6,COG3,83548,Homo sapiens,9606,arsenite inhibits the reaction [G3BP1 protein binds to COG3 mRNA],affects^binding|decreases^reaction,32406909
cog3,Atrazine,D001280,1912-24-9,COG3,83548,Danio rerio,7955,Atrazine results in increased expression of COG3 mRNA,increases^expression,25929836
cog3,Benzo(a)pyrene,D001564,50-32-8,COG3,83548,Mus musculus,10090,Benzo(a)pyrene results in increased methylation of COG3 exon,increases^methylation,27901495
cog3,Benzo(a)pyrene,D001564,50-32-8,COG3,83548,Mus musculus,10090,Benzo(a)pyrene results in increased methylation of COG3 intron,increases^methylation,27901495
cog3,"bis-N,N-dimethylamino-2-(N-methylpyrrolyl)methyl cyclopentadienyl titanium (IV)",C551172,,COG3,83548,Homo sapiens,9606,"bis-N,N-dimethylamino-2-(N-methylpyrrolyl)methyl cyclopentadienyl titanium (IV) results in increased expression of COG3 mRNA",increases^expression,20162321
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Danio rerio,7955,bisphenol A affects the expression of COG3 mRNA,affects^expression,21786754
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Danio rerio,7955,bisphenol A results in increased methylation of COG3 intron,increases^methylation,30906313
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Homo sapiens,9606,[bisphenol A co-treated with Fulvestrant] results in increased methylation of COG3 gene,affects^cotreatment|increases^methylation,31601247
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Homo sapiens,9606,bisphenol A results in decreased expression of COG3 protein,decreases^expression,31675489
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Mus musculus,10090,bisphenol A results in decreased expression of COG3 mRNA,decreases^expression,33221593
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Pimephales promelas,90988,bisphenol A affects the expression of COG3 mRNA,affects^expression,21786754
cog3,bisphenol A,C006780,80-05-7,COG3,83548,Rattus norvegicus,10116,bisphenol A results in increased expression of COG3 mRNA,increases^expression,30816183
cog3,Carbon Tetrachloride,D002251,56-23-5,COG3,83548,Mus musculus,10090,Carbon Tetrachloride results in increased expression of COG3 mRNA,increases^expression,27339419|31919559
cog3,Carbon Tetrachloride,D002251,56-23-5,COG3,83548,Rattus norvegicus,10116,Carbon Tetrachloride results in increased expression of COG3 mRNA,increases^expression,31150632
cog3,CGP 52608,C092451,87958-67-6,COG3,83548,Homo sapiens,9606,CGP 52608 promotes the reaction [RORA protein binds to COG3 gene],affects^binding|increases^reaction,28238834
cog3,Chloroprene,D002737,126-99-8,COG3,83548,Rattus norvegicus,10116,Chloroprene results in increased expression of COG3 mRNA,increases^expression,23125180
cog3,Chlorpyrifos,D004390,2921-88-2,COG3,83548,Mus musculus,10090,Chlorpyrifos results in decreased expression of COG3 mRNA,decreases^expression,37019170
cog3,Cyclosporine,D016572,59865-13-3,COG3,83548,Homo sapiens,9606,Cyclosporine results in increased expression of COG3 mRNA,increases^expression,20106945|27989131
cog3,Dexamethasone,D003907,50-02-2,COG3,83548,Danio rerio,7955,Dexamethasone inhibits the reaction [RX3 gene mutant form affects the expression of COG3 mRNA],affects^expression|decreases^reaction,27941970
cog3,dicrotophos,C000944,3735-78-2,COG3,83548,Homo sapiens,9606,dicrotophos results in decreased expression of COG3 mRNA,decreases^expression,28302478
cog3,Doxorubicin,D004317,23214-92-8,COG3,83548,Homo sapiens,9606,Doxorubicin results in decreased expression of COG3 mRNA,decreases^expression,29803840
cog3,Dronabinol,D013759,,COG3,83548,Homo sapiens,9606,Dronabinol results in decreased expression of COG3 mRNA,decreases^expression,29691375
cog3,Endosulfan,D004726,115-29-7,COG3,83548,Rattus norvegicus,10116,Endosulfan results in increased expression of COG3 mRNA,increases^expression,29391264
cog3,Estradiol,D004958,50-28-2,COG3,83548,Homo sapiens,9606,Estradiol promotes the reaction [COG3 protein binds to ESR1 protein],affects^binding|increases^reaction,27156127
cog3,Ethanol,D000431,64-17-5,COG3,83548,Mus musculus,10090,Ethanol affects the expression of COG3 mRNA,affects^expression,30319688
cog3,Fenthion,D005284,55-38-9,COG3,83548,Mus musculus,10090,Fenthion results in decreased expression of COG3 mRNA,decreases^expression,34813904
cog3,Folic Acid,D005492,59-30-3,COG3,83548,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of COG3 mRNA",affects^cotreatment|decreases^expression,22206623
cog3,Folic Acid,D005492,59-30-3,COG3,83548,Mus musculus,10090,Folic Acid results in decreased expression of COG3 mRNA,decreases^expression,25629700
cog3,Formaldehyde,D005557,50-00-0,COG3,83548,Homo sapiens,9606,Formaldehyde results in increased expression of COG3 mRNA,increases^expression,20655997
cog3,Fulvestrant,D000077267,129453-61-8,COG3,83548,Homo sapiens,9606,[bisphenol A co-treated with Fulvestrant] results in increased methylation of COG3 gene,affects^cotreatment|increases^methylation,31601247
cog3,Glafenine,D005897,3820-67-5,COG3,83548,Rattus norvegicus,10116,Glafenine results in increased expression of COG3 mRNA,increases^expression,24136188
cog3,hexabromocyclododecane,C089796,25637-99-4,COG3,83548,Mus musculus,10090,hexabromocyclododecane results in decreased expression of COG3 mRNA,decreases^expression,29177809
cog3,ICG 001,C492448,,COG3,83548,Homo sapiens,9606,ICG 001 results in increased expression of COG3 mRNA,increases^expression,26191083
cog3,Ivermectin,D007559,70288-86-7,COG3,83548,Homo sapiens,9606,Ivermectin results in decreased expression of COG3 protein,decreases^expression,32959892
cog3,jinfukang,C544151,,COG3,83548,Homo sapiens,9606,jinfukang results in decreased expression of COG3 mRNA,decreases^expression,27392435
cog3,K 7174,C410337,,COG3,83548,Homo sapiens,9606,K 7174 results in increased expression of COG3 mRNA,increases^expression,24086573
cog3,Lactic Acid,D019344,50-21-5,COG3,83548,Homo sapiens,9606,Lactic Acid results in decreased expression of COG3 mRNA,decreases^expression,30851411
cog3,Methotrexate,D008727,59-05-2,COG3,83548,Mus musculus,10090,Methotrexate affects the expression of COG3 mRNA,affects^expression,18502557
cog3,nivalenol,C038405,23282-20-4,COG3,83548,Mus musculus,10090,nivalenol results in increased expression of COG3 mRNA,increases^expression,35016910
cog3,NSC668394,C570897,,COG3,83548,Homo sapiens,9606,NSC668394 results in increased expression of COG3 mRNA,increases^expression,27137931
cog3,Pentachlorophenol,D010416,87-86-5,COG3,83548,Mus musculus,10090,Pentachlorophenol results in increased expression of COG3 mRNA,increases^expression,23892564
cog3,Pentylenetetrazole,D010433,54-95-5,COG3,83548,Drosophila melanogaster,7227,Pentylenetetrazole affects the expression of COG3 mRNA,affects^expression,21503142
cog3,pirinixic acid,C006253,50892-23-4,COG3,83548,Homo sapiens,9606,[pirinixic acid binds to and results in increased activity of PPARA protein] which results in increased expression of COG3 mRNA,affects^binding|increases^activity|increases^expression,19710929
cog3,Plant Extracts,D010936,,COG3,83548,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in increased expression of COG3 mRNA,affects^cotreatment|increases^expression,23557933
cog3,Resveratrol,D000077185,,COG3,83548,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in increased expression of COG3 mRNA,affects^cotreatment|increases^expression,23557933
cog3,Silicon Dioxide,D012822,7631-86-9,COG3,83548,Mus musculus,10090,Silicon Dioxide results in increased expression of COG3 mRNA,increases^expression,23221170
cog3,sodium arsenite,C017947,13768-07-5,COG3,83548,Homo sapiens,9606,sodium arsenite results in decreased expression of COG3 protein,decreases^expression,30528433
cog3,sodium arsenite,C017947,13768-07-5,COG3,83548,Mus musculus,10090,sodium arsenite results in increased expression of COG3 mRNA,increases^expression,36209798
cog3,Sunitinib,D000077210,,COG3,83548,Homo sapiens,9606,Sunitinib results in increased expression of COG3 mRNA,increases^expression,31533062
cog3,Tetrachlorodibenzodioxin,D013749,1746-01-6,COG3,83548,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of COG3 mRNA,affects^expression,21570461
cog3,Tetrachlorodibenzodioxin,D013749,1746-01-6,COG3,83548,Mus musculus,10090,[TIPARP gene mutant form results in increased susceptibility to Tetrachlorodibenzodioxin] which results in decreased expression of COG3 mRNA,decreases^expression|increases^response to substance,25975270
cog3,Thapsigargin,D019284,67526-95-8,COG3,83548,Homo sapiens,9606,Thapsigargin results in increased expression of COG3 mRNA,increases^expression,22378314
cog3,Thimerosal,D013849,54-64-8,COG3,83548,Mus musculus,10090,Thimerosal results in increased expression of COG3 mRNA,increases^expression,24675092
cog3,Tobacco Smoke Pollution,D014028,,COG3,83548,Homo sapiens,9606,Tobacco Smoke Pollution results in increased expression of COG3 mRNA,increases^expression,28065790|33660061
cog3,"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,COG3,83548,Homo sapiens,9606,"tris(1,3-dichloro-2-propyl)phosphate results in increased expression of COG3 mRNA",increases^expression,26179874
cog3,Tunicamycin,D014415,11089-65-9,COG3,83548,Homo sapiens,9606,Tunicamycin results in increased expression of COG3 mRNA,increases^expression,22378314
cog3,Valproic Acid,D014635,99-66-1,COG3,83548,Mus musculus,10090,Valproic Acid affects the expression of COG3 mRNA,affects^expression,17292431
cog6,"1,2-Dimethylhydrazine",D019813,540-73-8,COG6,57511,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of COG6 mRNA",affects^cotreatment|decreases^expression,22206623
cog6,"1,2-Dimethylhydrazine",D019813,540-73-8,COG6,57511,Mus musculus,10090,"1,2-Dimethylhydrazine results in decreased expression of COG6 mRNA",decreases^expression,22206623
cog6,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,COG6,57511,Homo sapiens,9606,"2,2',4,4'-tetrabromodiphenyl ether results in increased expression of COG6 protein",increases^expression,31675489
cog6,"2,6-dinitrotoluene",C023514,606-20-2,COG6,57511,Rattus norvegicus,10116,"2,6-dinitrotoluene affects the expression of COG6 mRNA",affects^expression,21346803
cog6,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,COG6,57511,Homo sapiens,9606,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of COG6 mRNA",decreases^expression,26238291
cog6,abrine,C496492,,COG6,57511,Homo sapiens,9606,abrine results in decreased expression of COG6 mRNA,decreases^expression,31054353
cog6,acetamide,C030686,60-35-5,COG6,57511,Rattus norvegicus,10116,acetamide results in decreased expression of COG6 mRNA,decreases^expression,31881176
cog6,Acetaminophen,D000082,103-90-2,COG6,57511,Homo sapiens,9606,Acetaminophen results in decreased expression of COG6 mRNA,decreases^expression,21420995
cog6,aristolochic acid I,C000228,313-67-7,COG6,57511,Homo sapiens,9606,aristolochic acid I results in decreased expression of COG6 mRNA,decreases^expression,33212167
cog6,arsenite,C015001,15502-74-6,COG6,57511,Homo sapiens,9606,arsenite inhibits the reaction [G3BP1 protein binds to COG6 mRNA],affects^binding|decreases^reaction,32406909
cog6,bisphenol A,C006780,80-05-7,COG6,57511,Homo sapiens,9606,bisphenol A results in decreased methylation of COG6 gene,decreases^methylation,31601247
cog6,bisphenol A,C006780,80-05-7,COG6,57511,Rattus norvegicus,10116,[bisphenol A co-treated with Genistein] results in increased methylation of COG6 gene,affects^cotreatment|increases^methylation,28505145
cog6,bisphenol A,C006780,80-05-7,COG6,57511,Rattus norvegicus,10116,bisphenol A results in increased expression of COG6 mRNA,increases^expression,25181051
cog6,Cadmium Chloride,D019256,10108-64-2,COG6,57511,Rattus norvegicus,10116,Cadmium Chloride results in increased methylation of COG6 promoter,increases^methylation,22457795
cog6,Chlorpyrifos,D004390,2921-88-2,COG6,57511,Mus musculus,10090,Chlorpyrifos results in decreased expression of COG6 mRNA,decreases^expression,37019170
cog6,Cisplatin,D002945,15663-27-1,COG6,57511,Homo sapiens,9606,Cisplatin results in decreased expression of COG6 mRNA,decreases^expression,27594783
cog6,Copper Sulfate,D019327,7758-98-7,COG6,57511,Homo sapiens,9606,Copper Sulfate results in decreased expression of COG6 mRNA,decreases^expression,19549813
cog6,Coumestrol,D003375,479-13-0,COG6,57511,Homo sapiens,9606,Coumestrol results in decreased expression of COG6 mRNA,decreases^expression,19167446
cog6,Cyclosporine,D016572,59865-13-3,COG6,57511,Homo sapiens,9606,Cyclosporine results in increased expression of COG6 mRNA,increases^expression,20106945
cog6,dicrotophos,C000944,3735-78-2,COG6,57511,Homo sapiens,9606,dicrotophos results in decreased expression of COG6 mRNA,decreases^expression,28302478
cog6,Dietary Fats,D004041,,COG6,57511,Mus musculus,10090,Dietary Fats results in decreased expression of COG6 mRNA,decreases^expression,18042831
cog6,Dronabinol,D013759,,COG6,57511,Homo sapiens,9606,Dronabinol results in decreased expression of COG6 mRNA,decreases^expression,29691375
cog6,epigallocatechin gallate,C045651,989-51-5,COG6,57511,Homo sapiens,9606,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of COG6 mRNA,affects^cotreatment|decreases^expression,22079256
cog6,Ethinyl Estradiol,D004997,57-63-6,COG6,57511,Mus musculus,10090,Ethinyl Estradiol results in increased expression of COG6 mRNA,increases^expression,17942748
cog6,Flutamide,D005485,13311-84-7,COG6,57511,Rattus norvegicus,10116,Flutamide results in increased expression of COG6 mRNA,increases^expression,24136188
cog6,Folic Acid,D005492,59-30-3,COG6,57511,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of COG6 mRNA",affects^cotreatment|decreases^expression,22206623
cog6,Folic Acid,D005492,59-30-3,COG6,57511,Mus musculus,10090,Folic Acid results in decreased expression of COG6 mRNA,decreases^expression,25629700
cog6,furan,C039281,110-00-9,COG6,57511,Rattus norvegicus,10116,furan results in increased methylation of COG6 gene,increases^methylation,22079235
cog6,Genistein,D019833,446-72-0,COG6,57511,Rattus norvegicus,10116,[bisphenol A co-treated with Genistein] results in increased methylation of COG6 gene,affects^cotreatment|increases^methylation,28505145
cog6,hexabromocyclododecane,C089796,25637-99-4,COG6,57511,Mus musculus,10090,hexabromocyclododecane results in decreased expression of COG6 mRNA,decreases^expression,29177809
cog6,Hydrogen Peroxide,D006861,7722-84-1,COG6,57511,Homo sapiens,9606,Hydrogen Peroxide affects the expression of COG6 mRNA,affects^expression,20044591
cog6,Hydrogen Peroxide,D006861,7722-84-1,COG6,57511,Homo sapiens,9606,Hydrogen Peroxide results in increased expression of COG6 mRNA,increases^expression,18951874
cog6,ICG 001,C492448,,COG6,57511,Homo sapiens,9606,ICG 001 results in decreased expression of COG6 mRNA,decreases^expression,26191083
cog6,Ionomycin,D015759,56092-81-0,COG6,57511,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of COG6 mRNA,affects^cotreatment|decreases^expression,25613284
cog6,K 7174,C410337,,COG6,57511,Homo sapiens,9606,K 7174 results in increased expression of COG6 mRNA,increases^expression,24086573
cog6,Ketamine,D007649,6740-88-1,COG6,57511,Rattus norvegicus,10116,Ketamine results in decreased expression of COG6 mRNA,decreases^expression,20080153
cog6,Lactic Acid,D019344,50-21-5,COG6,57511,Homo sapiens,9606,Lactic Acid results in decreased expression of COG6 mRNA,decreases^expression,30851411
cog6,Methyl Methanesulfonate,D008741,66-27-3,COG6,57511,Homo sapiens,9606,Methyl Methanesulfonate results in increased expression of COG6 mRNA,increases^expression,23649840
cog6,nefazodone,C051752,83366-66-9,COG6,57511,Rattus norvegicus,10116,nefazodone results in increased expression of COG6 mRNA,increases^expression,24136188
cog6,Palm Oil,D000073878,,COG6,57511,Mus musculus,10090,Palm Oil results in decreased expression of COG6 mRNA,decreases^expression,18042831
cog6,pentabrominated diphenyl ether 100,C517827,,COG6,57511,Homo sapiens,9606,pentabrominated diphenyl ether 100 results in decreased expression of COG6 protein,decreases^expression,31675489
cog6,Plant Extracts,D010936,,COG6,57511,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in increased expression of COG6 mRNA,affects^cotreatment|increases^expression,23557933
cog6,potassium chromate(VI),C027373,7789-00-6,COG6,57511,Homo sapiens,9606,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of COG6 mRNA,affects^cotreatment|decreases^expression,22079256
cog6,potassium chromate(VI),C027373,7789-00-6,COG6,57511,Homo sapiens,9606,potassium chromate(VI) results in decreased expression of COG6 mRNA,decreases^expression,22079256
cog6,Quercetin,D011794,117-39-5,COG6,57511,Homo sapiens,9606,Quercetin results in decreased expression of COG6 mRNA,decreases^expression,21632981
cog6,Resveratrol,D000077185,,COG6,57511,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in increased expression of COG6 mRNA,affects^cotreatment|increases^expression,23557933
cog6,Testosterone,D013739,58-22-0,COG6,57511,Mus musculus,10090,Testosterone deficiency results in decreased expression of COG6 mRNA,decreases^expression,33848595
cog6,tetrabromobisphenol A,C020806,79-94-7,COG6,57511,Homo sapiens,9606,tetrabromobisphenol A results in increased expression of COG6 protein,increases^expression,31675489
cog6,Tetrachlorodibenzodioxin,D013749,1746-01-6,COG6,57511,Homo sapiens,9606,Tetrachlorodibenzodioxin results in decreased expression of COG6 mRNA,decreases^expression,17101203
cog6,Tetrachlorodibenzodioxin,D013749,1746-01-6,COG6,57511,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of COG6 mRNA,affects^expression,21570461
cog6,Tetrachlorodibenzodioxin,D013749,1746-01-6,COG6,57511,Mus musculus,10090,[TIPARP gene mutant form results in increased susceptibility to Tetrachlorodibenzodioxin] which results in decreased expression of COG6 mRNA,decreases^expression|increases^response to substance,25975270
cog6,Tetradecanoylphorbol Acetate,D013755,16561-29-8,COG6,57511,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of COG6 mRNA,affects^cotreatment|decreases^expression,25613284
cog6,Thapsigargin,D019284,67526-95-8,COG6,57511,Homo sapiens,9606,Thapsigargin results in increased expression of COG6 mRNA,increases^expression,22378314
cog6,Tunicamycin,D014415,11089-65-9,COG6,57511,Homo sapiens,9606,Tunicamycin results in increased expression of COG6 mRNA,increases^expression,22378314
cog6,Valproic Acid,D014635,99-66-1,COG6,57511,Mus musculus,10090,Valproic Acid affects the expression of COG6 mRNA,affects^expression,17292431
cog6,Vehicle Emissions,D001335,,COG6,57511,Mus musculus,10090,Vehicle Emissions results in increased methylation of COG6 gene,increases^methylation,25560391
copg1,"1,2-Dimethylhydrazine",D019813,540-73-8,COPG1,22820,Mus musculus,10090,"1,2-Dimethylhydrazine results in increased expression of COPG1 mRNA",increases^expression,22206623
copg1,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,COPG1,22820,Mus musculus,10090,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene results in increased expression of COPG1 mRNA",increases^expression,22698814
copg1,1-Methyl-3-isobutylxanthine,D015056,28822-58-4,COPG1,22820,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of COPG1 mRNA,affects^cotreatment|increases^expression,28628672
copg1,"2,6-dinitrotoluene",C023514,606-20-2,COPG1,22820,Colinus virginianus,9014,"2,6-dinitrotoluene results in decreased expression of COPG1 mRNA",decreases^expression,19417177
copg1,"2,6-dinitrotoluene",C023514,606-20-2,COPG1,22820,Rattus norvegicus,10116,"2,6-dinitrotoluene affects the expression of COPG1 mRNA",affects^expression,21346803
copg1,3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid,C472791,,COPG1,22820,Mus musculus,10090,3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid results in decreased expression of COPG1 mRNA,decreases^expression,16788091
copg1,"4,4'-diaminodiphenylmethane",C009505,101-77-9,COPG1,22820,Mus musculus,10090,"4,4'-diaminodiphenylmethane results in increased expression of COPG1 mRNA",increases^expression,18648102
copg1,"4,4'-hexafluorisopropylidene diphenol",C583074,,COPG1,22820,Homo sapiens,9606,"4,4'-hexafluorisopropylidene diphenol results in increased expression of COPG1 protein",increases^expression,34186270
copg1,Acetaminophen,D000082,103-90-2,COPG1,22820,Mus musculus,10090,MAP3K5 protein affects the reaction [Acetaminophen results in increased expression of COPG1 mRNA],affects^reaction|increases^expression,18700144
copg1,Amiodarone,D000638,1951-25-3,COPG1,22820,Rattus norvegicus,10116,Amiodarone affects the expression of COPG1 mRNA,affects^expression,19483382
copg1,Amitrole,D000640,61-82-5,COPG1,22820,Rattus norvegicus,10116,Amitrole results in increased expression of COPG1 mRNA,increases^expression,30047161
copg1,AZM551248,C547126,,COPG1,22820,Canis lupus familiaris,9615,AZM551248 results in increased expression of COPG1 mRNA,increases^expression,22323515
copg1,Benzbromarone,D001553,3562-84-3,COPG1,22820,Rattus norvegicus,10116,Benzbromarone affects the expression of COPG1 mRNA,affects^expression,19483382
copg1,Benzo(a)pyrene,D001564,50-32-8,COPG1,22820,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of COPG1 intron,affects^methylation,30157460
copg1,Benzo(a)pyrene,D001564,50-32-8,COPG1,22820,Homo sapiens,9606,Benzo(a)pyrene results in decreased expression of COPG1 mRNA,decreases^expression,20106945
copg1,Benzo(a)pyrene,D001564,50-32-8,COPG1,22820,Mus musculus,10090,AHR protein affects the reaction [Benzo(a)pyrene affects the expression of COPG1 mRNA],affects^expression|affects^reaction,22228805
copg1,Benzo(a)pyrene,D001564,50-32-8,COPG1,22820,Mus musculus,10090,Benzo(a)pyrene results in increased expression of COPG1 mRNA,increases^expression,22228805
copg1,benzo(e)pyrene,C026487,192-97-2,COPG1,22820,Homo sapiens,9606,benzo(e)pyrene results in decreased methylation of COPG1 intron,decreases^methylation,30157460
copg1,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,COPG1,22820,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in increased expression of COPG1 protein,increases^expression,34186270
copg1,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,COPG1,22820,Rattus norvegicus,10116,[bisphenol A co-treated with bisphenol F co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of COPG1 mRNA,affects^cotreatment|increases^expression,36041667
copg1,bisphenol A,C006780,80-05-7,COPG1,22820,Homo sapiens,9606,bisphenol A affects the expression of COPG1 mRNA,affects^expression,30903817
copg1,bisphenol A,C006780,80-05-7,COPG1,22820,Rattus norvegicus,10116,[bisphenol A co-treated with bisphenol F co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of COPG1 mRNA,affects^cotreatment|increases^expression,36041667
